GU,GUKey,UnitID,ForceType,ForceElem,ForceHyd,Perimeter,ElongRatio,Morphology,Position,Orient,OrientCat,bfSlope,bfSlopeSm,bedSlope,Area,Width,Length,LtoWRatio,bfwRatio,ThalwegCh,ThalwegTyp,ThalwegCt,VisitID
Bank,Bk,11,NA,NA,NA,52.80010253,0.19520283,Elongated,Margin Attached,-0.2776369,Longitudinal,0.953900507,0.883505284,23.36734141,13.57001129,0.637266329,21.29409742,33.41475371,0.076779076,Main,Split,1,1027
Glide-Run,GR,12,NA,NA,NA,157.8000075,0.311965721,Elongated,Mid Channel,0.454159736,Longitudinal,0.830005124,0.89874512,3.320553457,127.1200521,3.117156909,40.7807678,13.08268047,0.375561073,Main,Main,1,1027
Glide-Run,GR,13,NA,NA,NA,460.4000219,0.225732224,Elongated,Channel Spanning,22.50769294,Diagonal,0.910369415,0.933968839,4.168734952,361.0500343,3.801211311,94.98288959,24.98753208,0.457977266,"Main, Backwater","Main, Return, Split",3,1027
Glide-Run,GR,14,NA,NA,NA,22.40000107,0.693337342,NA,Margin Attached,8.712109077,Longitudinal,0.450069366,0.518020621,4.049242595,6.710000637,1.591661198,4.215721691,2.648630058,0.191766409,Main,"Main, Split",2,1027
Glide-Run,GR,15,NA,NA,NA,43.40000206,0.326159644,Elongated,Margin Detached,2.599669378,Longitudinal,0.57856798,0.581049755,2.978834096,18.9500018,1.258286711,15.06016207,11.96878417,0.151600809,None,None,0,1027
Glide-Run,GR,16,NA,NA,NA,24.00010119,0.493359097,Elongated,Margin Attached,-14.88863949,Longitudinal,1.82497451,1.651099846,6.729933194,11.75000612,1.498742228,7.839911291,5.230993792,0.180571353,Main,Split,1,1027
Glide-Run,GR,17,NA,NA,NA,139.0000066,0.239577362,Elongated,Margin Attached,2.279219775,Longitudinal,1.199276227,1.16030307,6.326334988,56.89997541,1.601572399,35.52756992,22.18293094,0.19296053,Main,"Main, Split",2,1027
Margin Attached Bar,Br,18,NA,NA,NA,18.60000088,0.506056993,Elongated,Margin Attached,-10.57847153,Longitudinal,1.341289639,1.210137198,4.704314293,4.210000399,0.920206415,4.575060908,4.971776801,0.110868243,None,None,0,1027
Margin Attached Bar,Br,19,NA,NA,NA,51.80000246,0.300773974,Elongated,Margin Attached,9.474571824,Longitudinal,1.410787323,1.040966844,9.033954929,12.59000119,0.945796924,13.3115269,14.07440282,0.113951437,None,None,0,1027
Margin Attached Bar,Br,20,NA,NA,NA,100.4000048,0.15932616,Elongated,Margin Attached,1.132239967,Longitudinal,0.860948908,0.791405616,10.4093165,24.62000234,0.700609291,35.14084475,50.15754883,0.084410758,None,None,0,1027
Margin Attached Bar,Br,21,NA,NA,NA,36.80000175,0.219039244,Elongated,Margin Detached,-0.717909641,Longitudinal,0.703854289,0.69138267,8.294761186,7.250000689,0.522679797,13.87082633,26.53790412,0.062973469,None,None,0,1027
Margin Attached Bar,Br,22,NA,NA,NA,68.40000325,0.242306697,Elongated,Margin Attached,-1.264457194,Longitudinal,0.632020305,0.620773274,7.974457476,18.00000171,0.911058886,19.75723192,21.68600978,0.109766131,None,None,0,1027
Margin Attached Bar,Br,23,NA,NA,NA,78.60000373,0.311708645,Elongated,Margin Attached,3.980660208,Longitudinal,1.114263302,1.082424177,6.158602799,64.1700061,2.212889073,28.99829318,13.10426877,0.266613141,None,None,0,1027
Margin Attached Bar,Br,24,NA,NA,NA,111.4000053,0.225390215,Elongated,Margin Attached,-1.190627128,Longitudinal,0.89161737,0.848095314,8.43429034,55.02000523,1.481631246,37.13474954,25.06342225,0.178509789,None,None,0,1027
Margin Attached Bar,Br,25,NA,NA,NA,19.0000009,0.391525327,Elongated,Margin Attached,4.545899509,Longitudinal,0.566405977,0.44941303,6.618955189,5.320000505,0.800314075,6.647390905,8.305977754,0.096423383,Main,Split,1,1027
Margin Attached Bar,Br,26,NA,NA,NA,22.00000104,0.497665235,Elongated,Margin Attached,-14.80376135,Longitudinal,0.946406311,0.981471996,10.48688986,4.720000449,0.958193192,4.925938201,5.140861199,0.115444963,None,None,0,1027
Margin Attached Bar,Br,27,NA,NA,NA,58.20000276,0.180055665,Elongated,Margin Attached,0.264581817,Longitudinal,0.483770459,0.448047531,9.675457591,10.78000102,0.523915138,20.57585329,39.27325587,0.063122306,None,None,0,1027
Margin Attached Bar,Br,28,NA,NA,NA,25.80000123,0.369505012,Elongated,Margin Attached,2.754732003,Longitudinal,0.915230675,0.811975721,5.174604001,8.880000843,0.975824222,9.100000433,9.325450453,0.117569183,None,None,0,1027
Margin Attached Bar,Br,29,NA,NA,NA,13.00000062,0.448771775,Elongated,Margin Attached,-13.72215986,Longitudinal,1.039175982,0.803024657,7.099994934,3.430000326,0.736575675,4.656684222,6.322071687,0.088744057,None,None,0,1027
Margin Attached Bar,Br,30,NA,NA,NA,48.20000229,0.239040533,Elongated,Margin Attached,2.330459055,Longitudinal,0.822581921,1.000783015,8.910966368,16.8000016,0.868302332,19.34810143,22.28267817,0.104614739,None,None,0,1027
Mid Channel Bar,Bc,31,NA,NA,NA,21.40000102,0.74366135,NA,Mid Channel,38.02416008,Diagonal,1.5709499,1.555027479,5.5142347,14.51000138,2.510462246,5.779812621,2.302290198,0.302465331,None,None,0,1027
Pocket Pool,Pk,32,NA,NA,NA,10.6000005,0.459519185,Elongated,Mid Channel,-5.384042615,Longitudinal,1.425457109,1.191107939,3.830920597,2.550000242,0.65030713,3.921224485,6.029803922,0.078350257,Main,Main,1,1027
Pocket Pool,Pk,33,NA,NA,NA,6.400000306,0.873139433,NA,Mid Channel,11.02846636,Longitudinal,0.591848624,0.699886658,1.796881105,1.940000184,1.077777828,1.800000086,1.670103094,0.12985275,Main,Main,1,1027
Pocket Pool,Pk,34,NA,NA,NA,5.200000249,0.756300506,NA,Margin Detached,32.93985442,Diagonal,0.324466873,0.502238843,2.984866688,1.190000113,0.731160379,1.627550052,2.225982286,0.088091612,Main,Split,1,1027
Pool,Po,35,NA,NA,NA,15.20000072,0.518465993,Elongated,Mid Channel,-14.29896957,Longitudinal,0.98582546,1.11975454,1.769952622,5.690000539,1.096026833,5.19147923,4.736635156,0.132051426,Main,Main,1,1027
Pool,Po,36,NA,NA,NA,22.40000106,0.510800524,Elongated,Margin Detached,-3.540511279,Longitudinal,0.686452648,0.788578437,8.72860576,11.90000113,1.561599253,7.620393714,4.879865112,0.188144488,Main,Main,1,1027
Pool,Po,37,NA,NA,NA,49.20000234,0.404595838,Elongated,Margin Attached,-0.034162958,Longitudinal,0.7441322,0.765266609,4.499436102,38.60000367,2.227716089,17.32716474,7.77799506,0.268399529,Main,Main,1,1027
Pool,Po,38,NA,NA,NA,13.00000062,0.49320537,Elongated,Margin Attached,-0.826512878,Longitudinal,1.434200618,1.325087423,5.51714207,4.930000468,0.970501105,5.079850442,5.234255185,0.116927844,Main,Main,1,1027
Pool,Po,39,NA,NA,NA,17.20000082,0.457492622,Elongated,Margin Attached,10.76881159,Longitudinal,0.775073722,0.90508739,3.932021089,7.130000677,1.082613995,6.585912162,6.083342901,0.130435421,Main,Main,1,1027
Pool,Po,40,NA,NA,NA,19.0000009,0.541606484,Elongated,Mid Channel,38.64473009,Diagonal,0.554980761,0.707110006,5.381464631,8.290000789,1.381993175,5.998583018,4.340530133,0.166505202,"Main, Backwater","Main, Return",2,1027
Pool,Po,41,NA,NA,NA,38.0000018,0.482829025,Elongated,Mid Channel,11.44152502,Longitudinal,0.741195517,0.781010328,4.637629292,30.19000287,2.351092434,12.84084047,5.461648499,0.283264149,Main,Main,1,1027
Pool,Po,42,NA,NA,NA,18.40000087,0.519890257,Elongated,Margin Detached,-9.353033315,Longitudinal,0.766430458,0.949285623,4.767567448,9.050000859,1.386055901,6.529318805,4.710718234,0.166994687,Main,Main,1,1027
Pool,Po,43,NA,NA,NA,23.80000113,0.579490555,Elongated,Margin Attached,-5.157297872,Longitudinal,0.456348545,0.5088091,7.011175936,14.65000139,1.965667023,7.452941531,3.791558511,0.236827352,Main,"Main, Split",2,1027
Pool,Po,44,NA,NA,NA,23.2000011,0.533955047,Elongated,Margin Attached,-5.375370222,Longitudinal,0.509328075,0.602704599,3.939658982,12.58000119,1.678378062,7.495332239,4.465818762,0.202214224,Main,"Main, Split",2,1027
Pool,Po,45,NA,NA,NA,57.60000274,0.333323238,Elongated,Margin Attached,7.470831395,Longitudinal,1.177021019,1.11779834,6.919639543,42.96000408,1.936165629,22.18818651,11.45985972,0.233272967,Main,"Main, Split",2,1027
Riffle,Rf,46,NA,NA,NA,68.20000324,0.433827752,Elongated,Mid Channel,0.504967258,Longitudinal,0.746070374,0.740341015,2.789964148,53.82000511,2.820550985,19.08137999,6.765125001,0.33982542,Main,Main,1,1027
Riffle,Rf,47,NA,NA,NA,19.0000009,0.755394915,NA,Margin Detached,110.3918479,Diagonal,0.773787693,0.771952848,2.644892661,9.730000924,2.088215213,4.65948187,2.231322634,0.251592194,Main,Main,1,1027
Riffle,Rf,48,NA,NA,NA,139.2000089,0.444652356,Elongated,Channel Spanning,3.030729666,Longitudinal,0.835012844,0.866838559,1.962522963,181.9001673,5.314738538,34.22560978,6.439754191,0.640329944,Main,"Main, Split",3,1027
Transition,Tr,49,NA,NA,NA,0.600000026,0.797884892,NA,Mid Channel,103.0509062,Transverse,0,1.381562054,0,0.020000002,0.100000003,0.200000009,2.000000028,0.012048193,None,None,0,1027
Transition,Tr,50,NA,NA,NA,15.60000074,0.291165963,Elongated,Margin Detached,-22.85881687,Diagonal,1.354354278,1.243288825,4.713761455,2.030000192,0.367649011,5.521571207,15.01859394,0.044295062,None,None,0,1027
Transition,Tr,51,NA,NA,NA,7.200000342,0.675830467,NA,Mid Channel,-42.85810829,Diagonal,0.689312131,0.779623308,1.24313041,1.940000184,0.8342254,2.325510808,2.787628867,0.100509084,None,None,0,1027
Transition,Tr,52,NA,NA,NA,56.60000269,0.154347689,Elongated,Margin Detached,4.081949437,Longitudinal,0.954891951,0.946026551,9.294430937,9.520000905,0.422049494,22.55659829,53.44538636,0.050849337,None,None,0,1027
Transition,Tr,53,NA,NA,NA,99.0000047,0.125216821,Elongated,Margin Detached,-0.092937001,Longitudinal,0.820258538,0.807355348,5.47703901,14.88000141,0.42806421,34.76114349,81.20544235,0.051574001,None,None,0,1027
Transition,Tr,54,NA,NA,NA,38.20000182,0.32151362,Elongated,Margin Detached,-2.104335509,Longitudinal,0.680715551,0.68538388,4.310112382,16.63000158,1.161957591,14.31205554,12.31719269,0.13999489,None,None,0,1027
Transition,Tr,55,NA,NA,NA,56.8000027,0.221837163,Elongated,Margin Detached,5.232731145,Longitudinal,0.608493884,0.637932295,3.568592061,18.65000177,0.849021128,21.96647546,25.87270768,0.102291702,None,None,0,1027
Transition,Tr,56,NA,NA,NA,48.20000229,0.177722859,Elongated,Margin Attached,-3.600837063,Longitudinal,0.951780855,0.935327612,6.717365647,11.36000108,0.530856615,21.39937745,40.31103095,0.063958628,None,None,0,1027
Transition,Tr,57,NA,NA,NA,2.200000105,0.485577285,Elongated,Margin Attached,-6.585213064,Longitudinal,1.44220798,0.893655924,10.89140196,0.150000014,0.166666674,0.900000043,5.400000009,0.020080322,None,None,0,1027
Transition,Tr,58,NA,NA,NA,16.20000077,0.321848175,Elongated,Margin Detached,-5.316876817,Longitudinal,1.459206479,1.16610727,9.696567963,3.210000305,0.511032293,6.281404025,12.29159899,0.061570156,None,None,0,1027
Transition,Tr,59,NA,NA,NA,85.80000408,0.192153323,Elongated,Margin Attached,2.808777896,Longitudinal,1.133051343,1.149272653,4.129227607,25.74000245,0.863966591,29.79282153,34.48376576,0.10409236,None,None,0,1027
Transition,Tr,60,NA,NA,NA,65.00000309,0.147554927,Elongated,Margin Detached,2.932586414,Longitudinal,0.751895196,0.77592857,10.55149376,8.930000849,0.390772708,22.85216104,58.4794193,0.047081049,None,None,0,1027
Transition,Tr,61,NA,NA,NA,106.8000051,0.132942463,Elongated,Margin Attached,0.66033994,Longitudinal,0.903343824,0.871216282,5.027001498,19.35000184,0.518261541,37.33636458,72.04154975,0.06244115,None,None,0,1027
Transition,Tr,62,NA,NA,NA,11.40000054,0.26895186,Elongated,Margin Detached,6.575786285,Longitudinal,0.492114865,0.442318895,6.173662929,0.930000089,0.229858625,4.045965598,17.60197426,0.02769381,None,None,0,1027
Transition,Tr,63,NA,NA,NA,7.400000351,0.348371096,Elongated,Margin Detached,-4.888433432,Longitudinal,0.656947322,0.604765261,11.943344,0.650000062,0.248910702,2.611378519,10.49122634,0.029989241,None,None,0,1027
Transition,Tr,64,NA,NA,NA,6.000000287,0.865427681,NA,Mid Channel,132.4021766,Diagonal,0.477901403,0.468425464,1.266958098,1.700000162,1.000000048,1.700000081,1.7,0.120481933,None,None,0,1027
Transition,Tr,65,NA,NA,NA,10.6000005,0.358059441,Elongated,Margin Attached,-6.707590203,Longitudinal,0.897767122,0.58269548,13.03373428,1.310000125,0.363191399,3.606913953,9.931165668,0.043758,None,None,0,1027
Transition,Tr,66,NA,NA,NA,18.20000087,0.219816882,Elongated,Mid Channel,-3.200626236,Longitudinal,0.288410264,0.574141518,2.300671951,1.380000132,0.228847075,6.030228409,26.35047188,0.027571937,Main,Split,1,1027
Transition,Tr,67,NA,NA,NA,11.00000052,0.313012358,Elongated,Margin Detached,-15.83911456,Diagonal,1.073246473,0.93691731,6.61756722,1.180000112,0.301333396,3.915928766,12.99533614,0.036305228,None,None,0,1027
Transition,Tr,68,NA,NA,NA,101.0000048,0.152830906,Elongated,Margin Detached,-0.232642347,Longitudinal,0.503303668,0.544331043,6.209031086,21.31000202,0.625241349,34.08284186,54.51149688,0.075330283,None,None,0,1027
Transition,Tr,69,NA,NA,NA,13.20000063,0.240027935,Elongated,Margin Attached,0.878702061,Longitudinal,0.985965356,1.122751735,14.53982036,1.000000095,0.212719139,4.701034891,22.09972695,0.025628812,None,None,0,1027
Transition,Tr,70,NA,NA,NA,21.20000101,0.262471934,Elongated,Margin Attached,5.508512527,Longitudinal,0.990856558,0.802219595,7.578431293,4.130000392,0.472718582,8.736699907,18.48182034,0.056954046,None,None,0,1027
Transition,Tr,71,NA,NA,NA,114.2000077,0.195141539,Elongated,Margin Detached,18.71830714,Diagonal,1.180480316,1.244065998,6.10376225,31.77986302,0.974923397,32.59729237,33.43574731,0.11746065,Main,Split,1,1027
Bank,Bk,1,NA,NA,NA,38.40110415,0.213468136,Elongated,Margin Attached,0.28426828,Longitudinal,1.209930123,0.86064328,31.84339311,6.580110625,0.485282257,13.55934722,27.94115593,0.069326037,None,None,0,1029
Bank,Bk,2,NA,NA,NA,62.59990298,0.148624891,Elongated,Margin Attached,6.226291561,Longitudinal,1.532780648,1.362008537,29.86494094,10.72996102,0.431454874,24.86925439,57.64045303,0.061636411,None,None,0,1029
Bank,Bk,3,NA,NA,NA,93.80010447,0.162739231,Elongated,Margin Attached,5.093220018,Longitudinal,1.749727664,1.248785312,32.4153419,16.93002661,0.593424997,28.52934521,48.07573888,0.084775,None,None,0,1029
Bank,Bk,4,NA,NA,NA,11.00000052,0.309752074,Elongated,Margin Attached,19.76410229,Diagonal,1.237000411,1.212650512,24.177936,1.420000135,0.327117044,4.340954289,13.27033969,0.046731006,None,None,0,1029
Bank,Bk,5,NA,NA,NA,113.0000054,0.154550191,Elongated,Margin Attached,-119.7587125,Diagonal,1.899860872,1.47812447,35.26249928,23.1400022,0.658864339,35.12104213,53.30542279,0.094123477,Main,Cut-off,1,1029
Bank,Bk,6,NA,NA,NA,38.5989049,0.375700074,Elongated,Margin Attached,-55.9748808,Diagonal,1.534181758,1.605422794,23.44636049,8.279945787,0.958075611,8.642267574,9.020444184,0.136867944,None,None,0,1029
Bank,Bk,7,NA,NA,NA,62.20000308,0.170035847,Elongated,Margin Attached,-0.975903607,Longitudinal,1.432330399,0.929481773,26.08308053,11.17000921,0.503630488,22.1789774,44.03819451,0.071947213,None,None,0,1029
Bank,Bk,8,NA,NA,NA,37.8000018,0.242061022,Elongated,Margin Attached,-0.797898445,Longitudinal,0.724185092,0.741400126,25.27967358,8.250000783,0.616164416,13.38928468,21.7300518,0.088023488,None,None,0,1029
Bank,Bk,9,NA,NA,NA,18.00000086,0.302537313,Elongated,Margin Attached,-36.87624082,Diagonal,1.736612919,1.124460629,27.88866934,2.980000283,0.462841034,6.438496295,13.91081564,0.066120148,None,None,0,1029
Bank,Bk,10,NA,NA,NA,124.0000059,0.17757266,Elongated,Margin Attached,3.624944898,Longitudinal,1.713228906,1.397435039,26.79981113,24.58000233,0.780210549,31.50431939,40.37925329,0.11145865,None,None,0,1029
Bank,Bk,11,NA,NA,NA,58.40000278,0.216535222,Elongated,Margin Attached,21.45626259,Diagonal,1.627415735,1.429934098,29.20827943,8.260000786,0.551522648,14.97672092,27.15522374,0.07878895,Backwater,Return,1,1029
Bank,Bk,12,NA,NA,NA,116.998211,0.173650877,Elongated,Margin Attached,30.43847762,Diagonal,1.300461629,1.128184792,29.21066886,20.18010575,0.691326903,29.19039554,42.22372284,0.098760986,None,None,0,1029
Chute,Ch,13,NA,NA,NA,30.00000143,0.33609863,Elongated,Margin Attached,-7.840017884,Longitudinal,1.3352027,1.422500447,6.004504889,10.570001,0.968387141,10.91505716,11.27137763,0.13834102,Main,Cut-off,1,1029
Chute,Ch,14,NA,NA,NA,54.00020266,0.29506614,Elongated,Margin Attached,-3.324976051,Longitudinal,1.665339521,1.613139997,12.0888811,14.80000141,1.005993121,14.71183162,14.6241871,0.143713303,Secondary,Cut-off,1,1029
Chute,Ch,15,NA,NA,NA,65.2000031,0.274900684,Elongated,Margin Detached,1.166570556,Longitudinal,1.243052731,1.281422554,7.854064806,20.75000197,1.109761485,18.69771321,16.84840704,0.158537355,Main,Cut-off,1,1029
Glide-Run,GR,16,NA,NA,NA,73.4001036,0.348345183,Elongated,Margin Attached,14.24348639,Longitudinal,1.09779659,1.033564557,5.607897966,26.75035754,1.596685428,16.75368051,10.49278725,0.228097918,Main,"Main, Cut-off",2,1029
Glide-Run,GR,17,NA,NA,NA,18.7531224,0.598873666,Elongated,Mid Channel,21.03347287,Diagonal,1.26588986,1.543878368,2.623083434,8.961111616,1.588769585,5.640283966,3.550095633,0.226967084,Main,Cut-off,1,1029
Glide-Run,GR,18,NA,NA,NA,206.6345068,0.278954817,Elongated,Channel Spanning,21.44183404,Diagonal,1.076386874,1.186797576,6.429177552,95.68961056,2.418304676,39.56888126,16.3622399,0.345472097,"Main, Secondary","Main, Cut-off, Split",3,1029
Glide-Run,GR,19,NA,NA,NA,70.80030341,0.348939075,Elongated,Margin Attached,-8.687811804,Longitudinal,1.690092495,1.783234638,11.19662033,28.58005772,1.653201969,17.28769882,10.45710031,0.23617171,Main,"Main, Cut-off",2,1029
Glide-Run,GR,20,NA,NA,NA,105.199905,0.288413399,Elongated,Margin Attached,133.2780109,Diagonal,1.740950195,1.816463734,11.57612698,27.68010763,1.344757815,20.58371204,15.30663128,0.192108259,Secondary,"Anabranch, Cut-off",2,1029
Glide-Run,GR,21,NA,NA,NA,60.00000285,0.351349363,Elongated,Mid Channel,0.910627278,Longitudinal,0.674729252,0.739999888,6.607689473,15.44000147,1.223510206,12.61943006,10.31411917,0.174787172,Main,"Main, Cut-off",2,1029
Glide-Run,GR,22,NA,NA,NA,117.0004057,0.439510006,Elongated,Margin Attached,-6.108032268,Longitudinal,1.344191838,1.45926225,6.215696103,40.76008887,2.486744036,16.39094667,6.59132843,0.355249148,"Main, Backwater","Main, Split, Return, Cut-off",5,1029
Glide-Run,GR,23,NA,NA,NA,235.4007116,0.476832792,Elongated,Margin Attached,42.65832933,Diagonal,1.186587041,1.196074467,3.669040901,144.9203088,5.087161174,28.48746163,5.599874008,0.726737311,"Main, Secondary","Main, Cut-off",4,1029
Margin Attached Bar,Br,24,NA,NA,NA,39.40000187,0.267463991,Elongated,Margin Attached,5.283447202,Longitudinal,0.668330147,0.660711142,12.10147765,9.58000091,0.733656641,13.05788072,17.79835414,0.104808092,None,None,0,1029
Margin Attached Bar,Br,25,NA,NA,NA,30.60000145,0.278723913,Elongated,Margin Attached,-12.08672079,Longitudinal,1.508557156,1.43347976,9.079977396,8.640000821,0.72606563,11.89975185,16.38936117,0.103723661,Main,Cut-off,1,1029
Margin Attached Bar,Br,26,NA,NA,NA,17.20000082,0.272588249,Elongated,Margin Detached,-0.615603646,Longitudinal,1.955914304,1.783708007,12.97165902,2.200000209,0.358313563,6.139874215,17.13547809,0.051187652,None,None,0,1029
Margin Attached Bar,Br,27,NA,NA,NA,11.00000052,0.530899201,Elongated,Margin Detached,145.0939448,Diagonal,1.186159324,0.82791512,11.51499499,3.05000029,0.821687669,3.71187302,4.517377051,0.117383953,None,None,0,1029
Margin Attached Bar,Br,28,NA,NA,NA,14.40010073,0.478248221,Elongated,Margin Attached,144.7383012,Diagonal,2.275541708,1.895460878,8.110235411,4.040005385,0.851900929,4.742341797,5.566776175,0.121700133,None,None,0,1029
Margin Attached Bar,Br,29,NA,NA,NA,12.6000007,0.3854655,Elongated,Margin Attached,132.9398518,Diagonal,1.241339331,1.914741232,12.26772372,1.99999019,0.483107972,4.139841001,8.569183789,0.069015425,None,None,0,1029
Margin Attached Bar,Br,30,NA,NA,NA,23.59990115,0.568434971,Elongated,Margin Attached,60.97721847,Diagonal,0.861040018,1.343189014,4.108724263,14.54999138,1.921573116,7.571916604,3.940478008,0.274510445,None,None,0,1029
Margin Attached Bar,Br,31,NA,NA,NA,54.60000267,0.403752814,Elongated,Margin Attached,-13.44846565,Longitudinal,1.071687851,1.181727448,6.132104805,32.34001807,2.034840854,15.89314368,7.810509432,0.290691551,Main,Split,1,1029
Margin Attached Bar,Br,32,NA,NA,NA,91.60000435,0.345026277,Elongated,Margin Attached,17.40227119,Diagonal,1.559232409,1.523545186,5.511484636,62.38999593,2.415207273,25.83214974,10.69562436,0.34502961,None,None,0,1029
Margin Attached Bar,Br,33,NA,NA,NA,26.80000127,0.22094348,Elongated,Margin Attached,-14.566093,Longitudinal,0.701087894,0.756353746,9.896929679,3.490000332,0.365795772,9.540843828,26.08243333,0.052256539,None,None,0,1029
Margin Attached Bar,Br,34,NA,NA,NA,33.20000158,0.540615473,Elongated,Margin Attached,13.90309446,Longitudinal,1.721330782,1.216346049,11.38677025,12.75000121,1.710757064,7.452841481,4.356458107,0.244393866,None,None,0,1029
Margin Attached Bar,Br,35,NA,NA,NA,11.00000052,0.701049841,NA,Margin Attached,-14.55868357,Longitudinal,1.423649923,0.906389092,7.499028452,3.860000367,1.220639235,3.162277811,2.590673576,0.174377034,None,None,0,1029
Margin Attached Bar,Br,36,NA,NA,NA,13.60000065,0.356670604,Elongated,Margin Attached,-16.77809642,Diagonal,2.274857458,1.645352337,10.48521496,2.31000022,0.480416689,4.808326341,10.00865801,0.068630956,None,None,0,1029
Margin Attached Bar,Br,37,NA,NA,NA,22.40000106,0.278601549,Elongated,Margin Attached,23.72567178,Diagonal,0.987062374,0.869443108,8.890799166,4.770000452,0.539246698,8.845673916,16.40376092,0.077035243,None,None,0,1029
Margin Attached Bar,Br,38,NA,NA,NA,12.00000057,0.61310554,NA,Margin Attached,-28.94168643,Diagonal,0.361072089,0.728916113,10.63587121,3.210000305,0.97349233,3.297406878,3.387193485,0.139070333,None,None,0,1029
Margin Attached Bar,Br,39,NA,NA,NA,107.7990068,0.364171035,Elongated,Margin Attached,-30.91090946,Diagonal,1.36788102,1.390474004,6.050745308,75.45992217,2.80355018,26.91584503,9.600628953,0.400507169,Main,"Main, Cut-off",2,1029
Margin Attached Bar,Br,40,NA,NA,NA,71.80000341,0.320768129,Elongated,Margin Attached,-4.220579305,Longitudinal,1.163680684,1.132987576,4.829857211,39.65000377,1.790018769,22.15060783,12.37451149,0.255716967,None,None,0,1029
Mid Channel Bar,Bc,41,NA,NA,NA,208.2000099,0.360761775,Elongated,Channel Spanning,28.97995309,Diagonal,1.442223699,1.355584768,7.241806769,63.87965607,2.555327431,24.99861869,9.782941467,0.365046776,Main,Cut-off,1,1029
Mid Channel Bar,Bc,42,NA,NA,NA,13.40000064,0.586426947,Elongated,Mid Channel,25.76672055,Diagonal,1.832553,1.846341467,2.144079639,5.640000537,1.23423611,4.569628527,3.702394129,0.176319444,None,None,0,1029
Mid Channel Bar,Bc,43,NA,NA,NA,109.0000052,0.426678289,Elongated,Mid Channel,13.43903494,Longitudinal,1.542149281,1.527631185,7.150604418,65.20000619,3.053297486,21.35396452,6.99373861,0.436185355,Secondary,Cut-off,1,1029
Mid Channel Bar,Bc,44,NA,NA,NA,15.00000071,0.748556931,NA,Mid Channel,-137.7418529,Diagonal,2.010767802,1.898464251,3.87825078,8.860000841,1.974633383,4.486909275,2.272274597,0.282090483,None,None,0,1029
Mid Channel Bar,Bc,45,NA,NA,NA,14.60000069,0.591452021,Elongated,Mid Channel,-29.6084898,Diagonal,2.075442802,2.106127391,3.550845443,5.860000557,1.268858244,4.618325635,3.639749085,0.181265463,None,None,0,1029
Pocket Pool,Pk,46,NA,NA,NA,4.400000209,0.648662535,NA,Mid Channel,-6.317762973,Longitudinal,0.389957066,1.140572921,4.326628509,0.730000069,0.491162298,1.486270571,3.0260274,0.070166043,Main,Main,1,1029
