GEOC_ID,RECNO,WIDE_WW,WIDE_BF,AREA_WW,AREA_BF,GEO_COND,RT_FISHUSE,RS,LENGTH
350,350,6.8,11.38,6603.2,11050.6,good,Margin_Controlled,MC,970.450378184
351,351,5.5,9.2,2776.8,4644.9,good,Margin_Controlled,MC,504.710750095
352,352,5.6,9.28,5585.8,9256.4,good,Margin_Controlled,MC,997.105027473
353,353,5.65,9.4,5543.4,9222.6,good,Margin_Controlled,MC,980.626979597
354,354,5.7,9.46,5643.1,9365.5,good,Margin_Controlled,MC,989.592219314
355,355,5.76,9.52,5742,9490.2,good,Margin_Controlled,MC,996.511739964
356,356,5.8,9.6,5617.9,9298.7,good,Margin_Controlled,MC,967.997795565
357,357,9,14.62,8272.1,13437.6,good,Margin_Controlled,MC,918.317401177
358,358,9,14.6,8524,13827.8,good,Margin_Controlled,MC,946.258296199
359,359,9,14.6,3228.6,5237.5,good,Wandering_Gravel,WA,358.537182185
360,360,9,14.6,8741.2,14180.2,good,Wandering_Gravel,WA,970.632442059
361,361,9,14.66,8705.5,14180.4,good,Wandering_Gravel,WA,966.627002602
362,362,7.2,11.96,6295,10456.7,good,Margin_Controlled,MC,873.615384844
363,363,9.44,15.34,11021.1,17909.3,good,Wandering_Gravel,WA,1166.87433579
364,364,10.6,17,10529.3,16886.6,good,Wandering_Gravel,WA,992.925426564
365,365,10.6,16.98,10552.9,16904.5,good,Wandering_Gravel,WA,995.167385736
366,366,10.58,16.9,10664.1,17034.4,good,Wandering_Gravel,WA,1007.69160565
367,367,10.5,16.9,10500.8,16901.4,good,Wandering_Gravel,WA,999.74079562
368,368,9.8,15.85,2814.8,4552.6,good,Margin_Controlled,MC,287.051822698
369,369,9.8,15.9,9668.6,15686.7,good,Margin_Controlled,MC,986.115708113
370,370,9.8,15.9,9564,15517,good,Margin_Controlled,MC,975.338250326
371,371,9.18,14.94,7876,12817.8,good,Margin_Controlled,MC,857.374429738
372,372,9.3,15.08,9383,15214.6,good,Margin_Controlled,MC,1008.67506213
373,373,9.3,15.1,9004.9,14620.8,good,Margin_Controlled,MC,967.618541358
374,374,9.3,15.1,8851.3,14371.4,good,Margin_Controlled,MC,950.928345733
375,375,11.2,17.9,2969.3,4745.5,good,Wandering_Gravel,WA,265.149432339
376,376,11.22,17.98,11771.5,18863.8,moderate,Margin_Controlled,MC,1049.30783489
377,377,11.3,18,11541.4,18384.6,moderate,Margin_Controlled,MC,1021.23609682
378,378,11.3,18,11800.2,18796.8,moderate,Margin_Controlled,MC,1044.37176141
379,379,11.3,18,11393.1,18148.4,moderate,Margin_Controlled,MC,1007.98161776
380,380,11.3,18.06,11530.4,18428.2,moderate,Margin_Controlled,MC,1020.25083511
381,381,11,17.7,12310.5,19808.8,good,Wandering_Gravel,WA,1118.84701087
382,382,10.5,16.95,13114.7,21170.9,good,Wandering_Gravel,WA,1248.74615809
383,383,10.56,17,10882,17518.4,good,Wandering_Gravel,WA,1030.46497659
384,384,12.73,20.23,10099.5,16049.7,moderate,Margin_Controlled,MC,792.912250857
385,385,12.92,20.5,12586,19970,moderate,Margin_Controlled,MC,973.548416873
386,386,13,20.5,12615.8,19894.1,moderate,Margin_Controlled,MC,969.796259909
387,387,13,20.5,12562.7,19810.4,moderate,Margin_Controlled,MC,965.670486376
388,388,13.16,20.82,12957.7,20500,moderate,Margin_Controlled,MC,984.119016193
389,389,11.4,18.25,3138.2,5023.8,moderate,Margin_Controlled,MC,275.304221814
390,390,11.4,18.3,11454.5,18387.4,moderate,Margin_Controlled,MC,1004.49513005
391,391,14.2,22.3,8742.6,13729.6,moderate,Margin_Controlled,MC,615.490788348
392,392,14.2,22.3,13914.5,21851.6,moderate,Margin_Controlled,MC,979.32860145
393,393,14.2,22.3,13969.7,21938.4,moderate,Margin_Controlled,MC,983.256072792
394,394,14.16,22.2,13877.1,21756.5,moderate,Margin_Controlled,MC,979.457174107
395,395,14.1,22.2,13977.9,22007.8,moderate,Margin_Controlled,MC,990.89987209
396,396,14.1,22.2,13788.3,21709.3,moderate,Margin_Controlled,MC,977.307706919
397,397,14.14,22.2,14156.3,22225.6,moderate,Margin_Controlled,MC,1000.81889992
398,398,14.2,22.2,14100.7,22044.7,moderate,Margin_Controlled,MC,992.58835302
399,399,13.8,21.8,9380.9,14819.1,moderate,Margin_Controlled,MC,679.220775584
400,400,13.86,21.8,13679.6,21516.3,moderate,Margin_Controlled,MC,986.504471004
401,401,13.9,21.8,13761.1,21582.1,moderate,Margin_Controlled,MC,989.566922615
402,402,13.8,21.82,13167.1,20819.3,moderate,Margin_Controlled,MC,953.300668763
403,403,13.8,21.84,13106,20741.7,moderate,Margin_Controlled,MC,948.815647661
406,406,2.86,5.42,2954.8,5599.7,good,Margin_Controlled,MC,1033.26931808
407,407,2.9,5.5,2953.4,5601.3,good,AlluvialFan,AF,1018.3640123
409,409,3.15,5.7,3030.3,5483.4,good,Conf_Floodplain,CF,961.306583979
410,410,3.26,5.88,3363.6,6066.8,good,Conf_Floodplain,CF,1031.71484343
411,411,3.35,6.05,3496,6313.6,good,Planform_Controlled,PC,1043.61952397
412,412,3.45,6.2,3456.3,6211.4,good,Planform_Controlled,PC,1001.50716721
413,413,3.58,6.36,3612.6,6417.9,good,Planform_Controlled,PC,1008.85092947
414,414,3.62,6.67,3788.9,6981.3,good,Planform_Controlled,PC,1046.75343009
415,415,3.72,6.82,3729,6836.4,good,Planform_Controlled,PC,1002.08694488
416,416,3.8,6.9,3783.2,6869.5,good,Planform_Controlled,PC,995.201794975
417,417,4.1,7.32,4214.5,7524.4,good,Planform_Controlled,PC,1027.8419631
418,418,4.32,7.62,4416.2,7789.7,good,Planform_Controlled,PC,1022.12749776
419,419,4.3,7.62,4328.3,7670.2,good,Planform_Controlled,PC,1006.31000062
420,420,4.6,7.9,1480.2,2542,good,Planform_Controlled,PC,321.648629228
421,421,4.44,7.94,4421.9,7907.6,good,Planform_Controlled,PC,995.537380664
422,422,4.5,8,4404.5,7830.2,good,Planform_Controlled,PC,978.225730625
423,423,4.5,8,4414.5,7848,good,Planform_Controlled,PC,980.470255739
437,437,3.8,6.5,3796.9,6494.8,good,Wandering_Gravel,WA,998.927207592
438,438,3.76,6.54,3803.3,6615.2,good,Wandering_Gravel,WA,1011.37373821
439,439,3.75,6.7,3708.7,6626.2,good,Wandering_Gravel,WA,988.596142233
440,440,3.94,6.94,3938.4,6937.1,good,Wandering_Gravel,WA,999.319949561
441,441,4.02,7.04,3904,6836.9,good,Wandering_Gravel,WA,970.56236292
442,442,4.15,7.28,4178.7,7330.4,moderate,Wandering_Gravel,WA,1006.74034947
443,443,4,7.3,3994.4,7289.9,moderate,Wandering_Gravel,WA,998.332992688
444,444,4,7.3,4026.6,7348.6,moderate,Conf_Floodplain,CF,1006.47646988
445,445,4.06,7.36,4252.6,7709.1,moderate,Margin_Controlled,MC,1047.70717961
446,446,4.1,7.44,4233.8,7682.7,moderate,Wandering_Gravel,WA,1032.72894558
447,447,4.1,7.3,4169.2,7423.2,moderate,Wandering_Gravel,WA,1016.79632144
448,448,4.08,7.3,4091,7319.8,moderate,Wandering_Gravel,WA,1002.47074913
449,449,4,7.34,3961.5,7269.3,moderate,Wandering_Gravel,WA,989.988852604
471,471,2.38,4.95,2810.7,5845.7,moderate,Conf_Floodplain,CF,1180.56013302
472,472,2.5,5.16,2361.3,4873.8,moderate,Conf_Floodplain,CF,943.600071272
473,473,2.55,5.2,2446.1,4988,moderate,Conf_Floodplain,CF,958.462548929
474,474,2.56,4.96,2431,4710,moderate,Conf_Floodplain,CF,948.71088086
475,475,2.3,4.8,2204.8,4601.3,moderate,Conf_Floodplain,CF,957.808152552
481,481,3.3,6.28,3184.3,6059.7,good,Conf_Floodplain,CF,964.152787001
482,482,3.4,6.22,3252.3,5949.8,moderate,Conf_Floodplain,CF,955.672309629
483,483,3.56,6.48,3455,6288.8,moderate,Conf_Floodplain,CF,969.78858646
484,484,3.66,6.68,3776.4,6892.5,moderate,Margin_Controlled,MC,1031.86212246
485,485,3.6,6.66,3681.6,6810.9,poor,Margin_Controlled,MC,1022.59946226
486,486,3.7,6.67,3829.5,6903.4,poor,Margin_Controlled,MC,1035.08506913
487,487,3.7,6.9,4122,7687,poor,Margin_Controlled,MC,1114.38799784
488,488,3.72,6.72,3915.4,7073,poor,Margin_Controlled,MC,1052.83729306
489,489,3.62,6.8,3834.9,7203.6,poor,AlluvialFan,AF,1059.75042914
490,490,3.6,6.8,3773.7,7128.1,poor,AlluvialFan,AF,1048.5138354
491,491,3.6,6.8,3758.3,7099,poor,AlluvialFan,AF,1044.1740008
492,492,3.6,6.8,3761.7,7105.5,poor,AlluvialFan,AF,1045.1398119
493,493,3.7,6.9,3829.7,7141.9,poor,AlluvialFan,AF,1035.14720386
497,497,1.98,4.3,2004.7,4353.7,good,Conf_Floodplain,CF,1012.35113
498,498,2.12,4.52,2174.3,4635.7,good,Conf_Floodplain,CF,1025.65197016
499,499,2.2,4.68,2249.6,4785.5,good,Conf_Floodplain,CF,1022.54681999
500,500,2.3,4.64,2306.7,4653.6,good,Conf_Floodplain,CF,1002.63756094
501,501,2.28,4.7,2251.2,4640.6,good,Conf_Floodplain,CF,986.83999255
502,502,2.3,4.78,2388.7,4964.4,good,Conf_Floodplain,CF,1038.82136471
503,503,2.3,4.83,2233.4,4690.2,moderate,AlluvialFan,AF,970.286336158
505,505,5.5,8.93,4395.3,7136.3,intact,Conf_Floodplain,CF,798.943952445
506,506,5.6,9.6,3384.4,5801.8,intact,Margin_Controlled,MC,604.099288345
507,507,5.6,9.64,5598.1,9636.8,intact,Margin_Controlled,MC,999.324247563
508,508,5.68,9.72,5639.2,9650.2,intact,Margin_Controlled,MC,992.417919433
509,509,5.74,9.8,5846,9981,good,Margin_Controlled,MC,1018.30846424
510,510,5.8,9.84,5835.2,9899.7,good,Margin_Controlled,MC,1005.79107518
511,511,5.92,9.8,5896,9760.3,good,Conf_Floodplain,CF,995.579511193
512,512,5.84,9.88,5973.5,10105.8,good,Conf_Floodplain,CF,1022.73112393
513,513,5.8,9.9,5933.9,10128.5,good,Conf_Floodplain,CF,1022.95903094
514,514,2.36,4.7,2356.6,4693.1,good,Planform_Controlled,PC,998.25670688
515,515,2.3,4.7,2325.9,4753,moderate,Wandering_Gravel,WA,1011.12391336
516,516,2.3,4.8,2379.6,4966.1,moderate,Wandering_Gravel,WA,1034.69312908
517,517,2.3,4.8,2263.7,4724.3,moderate,Wandering_Gravel,WA,983.786662981
518,518,2.3,4.72,2193,4500.5,moderate,Wandering_Gravel,WA,952.715865447
519,519,1.72,3.76,1756.7,3840.3,poor,Wandering_Gravel,WA,1021.31640235
520,520,2,4,100,199.9,moderate,Wandering_Gravel,WA,49.9889963042
548,548,4.9,8.7,3957.9,7027.3,moderate,Conf_Floodplain,CF,807.789749952
549,549,4.9,8.7,5074.4,9009.6,moderate,Conf_Floodplain,CF,1035.72161365
550,550,4.9,8.7,5023.8,8919.8,moderate,Planform_Controlled,PC,1025.26086389
551,551,4.9,8.7,5010.6,8896.4,moderate,AlluvialFan,AF,1022.53549459
552,552,4,7.3,1594.6,2910.2,good,Planform_Controlled,PC,398.295561478
553,553,4,7.3,3845,7017.1,good,Planform_Controlled,PC,960.528219382
554,554,4.1,7.44,3978.9,7220.3,good,Planform_Controlled,PC,969.834844905
555,555,5.73,9.83,4259.9,7308.1,good,Planform_Controlled,PC,742.980573181
556,556,5.8,9.9,5734.4,9788,good,Planform_Controlled,PC,988.229455343
557,557,5.9,10.04,5761.5,9804.2,good,Planform_Controlled,PC,975.939087552
558,558,5.88,10,5773.8,9819.3,good,Planform_Controlled,PC,981.408577296
559,559,5.9,10,5933.4,10056.7,good,Planform_Controlled,PC,1005.37880127
560,560,6.3,10.7,7520.6,12773,moderate,Conf_Floodplain,CF,1193.05497674
561,561,6.3,10.7,6146.2,10438.9,moderate,Planform_Controlled,PC,974.994567576
562,562,6.35,10.8,6301.7,10717.8,moderate,Planform_Controlled,PC,991.956428595
563,563,6.6,10.92,7765.6,12848.6,moderate,Planform_Controlled,PC,1176.11021068
564,564,6.54,10.9,6413.2,10688.6,moderate,Planform_Controlled,PC,980.054605749
565,565,6.5,10.93,6408.3,10775.9,moderate,Planform_Controlled,PC,985.400901093
566,566,6.5,11,6497.5,10995.8,moderate,Planform_Controlled,PC,999.265271904
567,567,6.5,11,6492.2,10986.7,moderate,Planform_Controlled,PC,998.426531506
579,579,3.37,6.03,3474.4,6216.9,moderate,Conf_Floodplain,CF,1031.11645602
580,580,3.76,6.48,3742.4,6449.6,moderate,Conf_Floodplain,CF,994.899821435
581,581,3.77,6.7,3712.8,6598.3,moderate,Conf_Floodplain,CF,984.240199623
582,582,3.7,6.78,3746.6,6865.3,moderate,Conf_Floodplain,CF,1012.43083288
583,583,4.7,7.9,1492.5,2508.7,poor,Margin_Controlled,MC,317.429187265
584,584,4.66,7.98,4664.8,7988.2,poor,Margin_Controlled,MC,1000.69661642
585,585,4.5,8.1,4343.5,7818.3,poor,Margin_Controlled,MC,964.340613331
586,586,4.58,8.1,4361.5,7713.7,poor,Planform_Controlled,PC,951.211129234
587,587,4.6,8.1,4466.7,7865.2,poor,Planform_Controlled,PC,970.21969273
588,588,4.08,7.4,4281.6,7765.6,poor,Margin_Controlled,MC,1049.82696804
589,589,4.1,7.4,4208.1,7595.1,poor,Margin_Controlled,MC,1026.42513393
590,590,4.2,7.28,4065.3,7046.5,poor,Margin_Controlled,MC,967.084254113
591,591,2.5,5.07,2813.8,5706.4,moderate,Conf_Floodplain,CF,1125.91465824
592,592,2.6,5.2,2662,5323.9,moderate,Conf_Floodplain,CF,1023.84292443
593,593,2.84,5.36,2985.2,5634,moderate,Conf_Floodplain,CF,1051.53930669
594,594,2.78,5.3,2877.4,5485.6,poor,Margin_Controlled,MC,1035.1939987600001
595,595,4.6,8.2,1443.8,2573.7,good,Conf_Floodplain,CF,313.588829473
596,596,4.63,8.3,4493,8054.4,good,Conf_Floodplain,CF,969.603229683
597,597,4.66,8.3,4443.9,7915.1,good,Conf_Floodplain,CF,952.555151283
598,598,4.67,8.38,4484.6,8047.2,good,Conf_Floodplain,CF,959.326975967
599,599,4.17,7.62,4088.8,7471.6,good,Planform_Controlled,PC,979.874686006
600,600,4.8,8.6,3762.8,6741.7,good,Planform_Controlled,PC,783.291870794
601,601,4.94,8.62,4729,8251.9,good,Planform_Controlled,PC,956.283708523
602,602,5,8.7,4791.9,8337.9,moderate,Planform_Controlled,PC,957.388388371
603,603,5,8.7,4800.1,8352.2,poor,Planform_Controlled,PC,959.055362668
604,604,3.88,7.1,3321.3,6077.7,good,Conf_Floodplain,CF,855.356284305
605,605,4.22,7.72,4044,7398.1,good,Conf_Floodplain,CF,957.298206946
606,606,4.16,7.6,4002.6,7312.4,good,Conf_Floodplain,CF,961.217219102
607,607,4.28,7.7,4152.7,7470.9,good,Conf_Floodplain,CF,969.439615085
608,608,4.5,8,4323.8,7686.7,good,Conf_Floodplain,CF,959.882548617
609,609,4.5,8,4420.2,7858.2,good,Conf_Floodplain,CF,981.651618143
611,611,2.74,5.24,2755.7,5270,intact,Planform_Controlled,PC,1005.52683854
612,612,2.8,5.3,2837.1,5370.2,intact,Planform_Controlled,PC,1013.11581888
613,613,3,5.58,3040.3,5654.9,good,Planform_Controlled,PC,1013.29142942
614,614,3,5.54,3084.6,5696.2,good,Planform_Controlled,PC,1028.22868264
615,615,3,5.52,3068.6,5646.3,moderate,Wandering_Gravel,WA,1022.85236231
616,616,2.82,5.6,2727.7,5416.7,moderate,Wandering_Gravel,WA,966.646926106
617,617,2.9,5.56,2961.5,5677.9,moderate,Wandering_Gravel,WA,1021.17115202
618,618,2.82,5.4,2857.4,5471.6,moderate,Wandering_Gravel,WA,1013.13453337
619,619,2.7,5.47,2754.8,5581,poor,Wandering_Gravel,WA,1020.24147088
620,620,4.8,8.25,1777.9,3055.8,moderate,Margin_Controlled,MC,370.431446322
621,621,4.76,8.3,4817.7,8400.6,moderate,Margin_Controlled,MC,1011.94379738
622,622,4.7,8.36,4863.6,8650.9,moderate,Margin_Controlled,MC,1034.93866815
623,623,4.72,8.4,4739.6,8434.9,moderate,Margin_Controlled,MC,1003.85725547
624,624,4.8,8.4,4944.3,8652.6,moderate,Planform_Controlled,PC,1030.14202147
625,625,4.86,8.4,4947.6,8551.5,moderate,Planform_Controlled,PC,1017.93798687
