RECNO,GEOC_ID,HUC_08,GNIS_NAME,LENGTH,WIDE_WW,WIDE_BF,AREA_WW,AREA_BF,SPAWN,REAR,RT_FISHUSE,RS,GEO_COND,COND_HIST,COND_EX,COND_RP,oPBRC_CR
28,28,17060201,Bayhorse Creek,1022.72439149,3.78,6.98,3866.2,7139.1,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
29,29,17060201,Bayhorse Creek,1033.85690201,3.7,6.98,3825.1,7215.9,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
30,30,17060201,Bayhorse Creek,1027.01957992,3.7,6.82,3800,7004.4,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
31,31,17060201,Bayhorse Creek,1031.00369223,2.63,4.79,2711.5,4938.4,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
37,37,17060203,Beaver Creek,815.479882155,2.02,4.33,1647.9,3532.4,1,1,Conf_Floodplain,CF,good,intact,good,good,NA
38,38,17060203,Beaver Creek,1032.85217265,2.17,4.62,2241,4771.1,1,1,Conf_Floodplain,CF,good,intact,good,intact,Strategic - Long-Term Investment
39,39,17060203,Beaver Creek,1048.20067242,2.34,4.84,2451.9,5071.5,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
40,40,17060203,Beaver Creek,1054.30911105,2.3,4.92,2423.8,5184.9,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
41,41,17060203,Beaver Creek,1030.75073836,2.34,4.98,2411.7,5132.5,1,1,Conf_Floodplain,CF,good,intact,good,good,NA
42,42,17060203,Beaver Creek,1046.32140218,2.44,4.98,2552.2,5208.9,1,1,Conf_Floodplain,CF,good,intact,good,intact,Strategic - Long-Term Investment
43,43,17060203,Beaver Creek,1028.38222322,2.56,5.26,2632.4,5408.8,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
44,44,17060203,Beaver Creek,1048.35983726,2.66,5.3,2787.6,5554.3,1,1,AlluvialFan,AF,moderate,intact,moderate,good,Straight Forward - Quick Return
45,45,17060203,Beaver Creek,1035.85612916,2.74,5.38,2837.7,5571.8,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
49,49,17060201,Big Boulder Creek,1039.22479966,4.06,7.3,4219,7585.9,1,1,Conf_Floodplain,CF,intact,intact,intact,intact,Strategic - Long-Term Investment
50,50,17060201,Big Boulder Creek,1012.41225652,4.1,7.4,4151.7,7493.4,1,1,Conf_Floodplain,CF,intact,intact,intact,intact,Straight Forward - Quick Return
51,51,17060201,Big Boulder Creek,1017.45408694,4.2,7.42,4274,7550.7,1,1,Conf_Floodplain,CF,intact,intact,intact,intact,Strategic - Long-Term Investment
52,52,17060201,Big Boulder Creek,1036.04148563,4.28,7.4,4434.2,7666.6,1,1,Conf_Floodplain,CF,good,intact,good,intact,Strategic - Long-Term Investment
53,53,17060201,Big Boulder Creek,1024.26472793,4.2,7.58,4302.3,7764.6,1,1,Conf_Floodplain,CF,good,intact,good,good,NA
54,54,17060201,Big Boulder Creek,1044.58785221,4.2,7.6,4386.8,7938.1,1,1,Conf_Floodplain,CF,good,intact,good,good,NA
55,55,17060201,Big Boulder Creek,1032.68994061,4.28,7.7,4420,7951.8,1,1,Conf_Floodplain,CF,good,intact,good,good,NA
56,56,17060201,Big Boulder Creek,1034.44902148,4.3,7.72,4448.1,7985.9,1,1,Conf_Floodplain,CF,good,intact,good,good,NA
57,57,17060201,Big Casino Creek,999.606206425,2.58,5.32,2579.7,5319.4,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
58,58,17060201,Big Casino Creek,945.97589558,2.6,5.2,2461.8,4923.7,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
59,59,17060201,Big Casino Creek,988.528484565,2.56,5.1,2531.7,5043.6,1,1,Conf_Floodplain,CF,good,intact,good,good,NA
108,108,17060201,Big Lake Creek,985.004016796,3.58,6.65,3528.1,6553.6,0,1,Conf_Floodplain,CF,good,intact,good,intact,Strategic - Long-Term Investment
109,109,17060201,Big Lake Creek,988.207290677,3.6,6.74,3559.2,6663.6,0,1,Conf_Floodplain,CF,good,intact,good,good,NA
110,110,17060201,Big Lake Creek,969.841817003,3.6,6.8,3493.8,6599.3,1,1,Conf_Floodplain,CF,good,intact,good,good,NA
165,165,17060201,Cash Creek,1014.94283373,2.7,5.04,2740.7,5116.1,1,1,Conf_Floodplain,CF,good,intact,good,good,NA
185,185,17060201,Challis Creek,879.018126072,7.2,12.1,6329.1,10636.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
186,186,17060201,Challis Creek,1021.12320751,7.2,12.1,7352.6,12356.5,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
187,187,17060201,Challis Creek,1040.90668295,7.26,12.1,7555.7,12592.8,1,1,Wandering_Gravel,WA,moderate,intact,moderate,good,Strategic - Long-Term Investment
188,188,17060201,Challis Creek,1040.49626868,7.3,12.1,7594.4,12587.9,1,1,Wandering_Gravel,WA,moderate,intact,moderate,good,Strategic - Long-Term Investment
189,189,17060201,Challis Creek,1021.34730092,7.3,12.12,7456.3,12379.5,1,1,Wandering_Gravel,WA,moderate,intact,moderate,good,Straight Forward - Quick Return
190,190,17060201,Salmon River,1008.62742763,15.58,24.4,15718,24616.1,1,1,Wandering_Gravel,WA,moderate,intact,moderate,good,Strategic - Long-Term Investment
199,199,17060203,Clear Creek,976.296375384,3.42,6.1,3341.3,5959.5,1,1,Conf_Floodplain,CF,good,intact,good,intact,Strategic - Long-Term Investment
200,200,17060203,Clear Creek,984.815739493,3.6,6.3,3547.3,6207.8,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
201,201,17060203,Clear Creek,978.366639964,3.7,6.52,3622.3,6383.2,1,1,Conf_Floodplain,CF,good,intact,good,intact,Easiest - Low-Hanging Fruit
202,202,17060203,Clear Creek,983.38560066,3.83,6.7,3768.6,6592.5,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
203,203,17060203,Clear Creek,1036.47647193,3.86,6.7,4000,6943,1,1,Conf_Floodplain,CF,good,intact,good,intact,Easiest - Low-Hanging Fruit
204,204,17060203,Clear Creek,1022.79691401,3.9,6.78,3988.9,6934.5,1,1,Conf_Floodplain,CF,good,intact,good,intact,Easiest - Low-Hanging Fruit
205,205,17060203,Clear Creek,1042.53022673,3.9,7.15,4064.7,7451.9,1,1,Conf_Floodplain,CF,good,intact,good,intact,Easiest - Low-Hanging Fruit
206,206,17060203,Clear Creek,1000.66696562,4.1,7.42,4104,7427.3,1,1,Conf_Floodplain,CF,good,intact,good,intact,Easiest - Low-Hanging Fruit
207,207,17060203,Clear Creek,1031.90831094,4.16,7.56,4292.1,7800.2,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
208,208,17060203,Clear Creek,1003.79748504,4.28,7.64,4297.4,7671.1,1,1,Conf_Floodplain,CF,good,intact,good,intact,Easiest - Low-Hanging Fruit
209,209,17060203,Clear Creek,901.991012138,4.4,7.9,3968.3,7124.9,1,1,Conf_Floodplain,CF,good,intact,good,intact,Easiest - Low-Hanging Fruit
210,210,17060203,Clear Creek,961.267923698,4.5,8,4329.8,7697.5,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
211,211,17060203,Clear Creek,974.321771007,4.5,8,4387.7,7800.4,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
212,212,17060203,Clear Creek,1011.92254036,4.58,8.07,4635.3,8167.4,1,1,Conf_Floodplain,CF,good,intact,good,intact,Easiest - Low-Hanging Fruit
213,213,17060203,Clear Creek,1004.50791505,4.6,8.16,4622,8198.9,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
214,214,17060203,Clear Creek,1006.89215662,4.65,8.3,4683.1,8359.1,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
215,215,17060203,Clear Creek,1013.06914841,4.76,8.48,4822.9,8592,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
216,216,17060203,Clear Creek,994.062936018,4.8,8.62,4773.5,8572.4,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
217,217,17060203,Clear Creek,961.012839294,4.86,8.52,4675,8195.7,1,1,Conf_Floodplain,CF,good,intact,good,intact,Easiest - Low-Hanging Fruit
218,218,17060203,Clear Creek,966.359262091,4.8,8.4,4642.6,8124.5,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
219,219,17060203,Clear Creek,992.505519502,4.8,8.4,4766.2,8340.8,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
220,220,17060203,Clear Creek,1008.52787451,4.8,8.4,4841.9,8473.4,1,1,AlluvialFan,AF,good,intact,good,good,Straight Forward - Quick Return
223,223,17060203,Colson Creek,948.502075239,2.5,5.1,2374,4843,1,1,Conf_Bedrock,CB,poor,intact,poor,moderate,Strategic - Long-Term Investment
252,252,17060203,Cow Creek,1040.51060753,3.2,6.17,3329,6418.8,0,1,Conf_Floodplain,CF,moderate,intact,moderate,intact,Easiest - Low-Hanging Fruit
253,253,17060203,Cow Creek,1044.89316659,3.1,6.2,3238.4,6476.8,0,1,Conf_Floodplain,CF,moderate,intact,moderate,intact,Easiest - Low-Hanging Fruit
254,254,17060203,Cow Creek,1037.53153592,3.1,6.04,3215.9,6265.8,0,1,AlluvialFan,AF,poor,intact,poor,good,Straight Forward - Quick Return
255,255,17060201,Crooked Creek,970.707757957,2.32,4.74,2253.4,4603.9,1,1,Wandering_Gravel,WA,poor,intact,poor,intact,Easiest - Low-Hanging Fruit
256,256,17060201,Crooked Creek,991.448419468,2.35,4.85,2330.8,4810.3,1,1,Wandering_Gravel,WA,poor,intact,poor,intact,Easiest - Low-Hanging Fruit
257,257,17060201,Crooked Creek,1023.51188714,2.4,4.86,2456.5,4974.3,1,1,Wandering_Gravel,WA,poor,intact,poor,moderate,Strategic - Long-Term Investment
258,258,17060203,Dahlonega Creek,664.888051724,3.8,7.1,2528.5,4724.2,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
259,259,17060203,Dahlonega Creek,964.599807435,3.8,7.1,3668.8,6854.9,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
260,260,17060203,Dahlonega Creek,282.999877004,2.8,5.5,792.2,1556.1,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
261,261,17060203,Dahlonega Creek,1050.98886302,2.9,5.64,3046.7,5925.2,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
262,262,17060203,Dahlonega Creek,560.791388431,3.3,6.4,1850.8,3589.4,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
263,263,17060203,Dahlonega Creek,1048.58102219,3.34,6.44,3501,6750.4,1,1,Conf_Floodplain,CF,poor,intact,poor,moderate,Strategic - Long-Term Investment
264,264,17060203,Dahlonega Creek,1046.22008406,3.38,6.62,3535.1,6923.7,1,1,Conf_Floodplain,CF,poor,intact,poor,good,Straight Forward - Quick Return
265,265,17060203,Dahlonega Creek,1044.79737597,3.5,6.62,3655.7,6914.4,1,1,Conf_Floodplain,CF,poor,intact,poor,moderate,Strategic - Long-Term Investment
266,266,17060203,Dahlonega Creek,1023.35507781,3.56,6.66,3643.1,6815.5,1,1,Wandering_Gravel,WA,poor,intact,poor,moderate,Strategic - Long-Term Investment
323,323,17060201,East Basin Creek,1028.68126626,2.46,5.04,2530.5,5184.4,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
324,324,17060201,East Basin Creek,998.021052681,2.46,5.16,2455.9,5151.4,1,1,Conf_Floodplain,CF,good,intact,good,intact,Strategic - Long-Term Investment
325,325,17060201,East Basin Creek,966.844491997,2.52,5.22,2438.1,5050.4,1,1,Margin_Controlled,MC,good,intact,good,intact,Strategic - Long-Term Investment
326,326,17060201,East Basin Creek,962.023768277,2.6,5.25,2503.1,5054.4,1,1,Margin_Controlled,MC,good,intact,good,good,Straight Forward - Quick Return
327,327,17060201,East Basin Creek,971.067623677,2.58,5.24,2506.9,5091.6,1,1,Margin_Controlled,MC,good,intact,good,good,NA
328,328,17060201,East Basin Creek,951.261579506,2.6,5.2,2475.5,4950.9,1,1,Margin_Controlled,MC,good,intact,good,good,NA
329,329,17060201,East Fork Herd Creek,961.365871433,2.6,5.2,2501.4,5002.8,0,1,Planform_Controlled,PC,good,intact,good,intact,Easiest - Low-Hanging Fruit
330,330,17060201,East Fork Herd Creek,993.996535299,2.7,5.34,2684.9,5310,0,1,Planform_Controlled,PC,good,intact,good,intact,Strategic - Long-Term Investment
331,331,17060201,East Fork Herd Creek,1000.64216105,2.86,5.52,2862.8,5525.4,0,1,Planform_Controlled,PC,good,intact,good,good,Straight Forward - Quick Return
332,332,17060201,East Fork Herd Creek,1028.60533808,2.88,5.5,2962.6,5657.7,0,1,Planform_Controlled,PC,good,intact,good,intact,Easiest - Low-Hanging Fruit
339,339,17060201,East Fork Salmon River,313.16295423,5.1,8.1,1598,2538.1,1,1,Margin_Controlled,MC,intact,intact,intact,intact,Straight Forward - Quick Return
340,340,17060201,East Fork Salmon River,999.117330335,5.14,8.24,5137.2,8235.5,1,1,Margin_Controlled,MC,intact,intact,intact,intact,NA
341,341,17060201,East Fork Salmon River,977.755136329,5.22,8.34,5106.6,8158.8,1,1,Margin_Controlled,MC,intact,intact,intact,intact,Strategic - Long-Term Investment
342,342,17060201,East Fork Salmon River,983.741575711,5.3,8.47,5216.3,8336.3,1,1,Margin_Controlled,MC,intact,intact,intact,intact,Straight Forward - Quick Return
343,343,17060201,East Fork Salmon River,1000.02406666,5.52,8.82,5521.9,8823.1,1,1,Margin_Controlled,MC,good,intact,good,good,NA
344,344,17060201,East Fork Salmon River,551.922433448,6.73,11.2,3717.1,6186,1,1,Margin_Controlled,MC,good,intact,good,intact,Easiest - Low-Hanging Fruit
345,345,17060201,East Fork Salmon River,993.907349315,6.7,11.23,6661.8,11166,1,1,Margin_Controlled,MC,good,intact,good,good,Straight Forward - Quick Return
346,346,17060201,East Fork Salmon River,959.647600238,6.74,11.32,6472.7,10871.1,1,1,Margin_Controlled,MC,good,intact,good,intact,Strategic - Long-Term Investment
347,347,17060201,East Fork Salmon River,974.808332908,6.8,11.4,6632.5,11119.3,1,1,Margin_Controlled,MC,good,intact,good,intact,Strategic - Long-Term Investment
348,348,17060201,East Fork Salmon River,982.991558265,6.9,11.42,6786,11231.4,1,1,Margin_Controlled,MC,good,intact,good,intact,Easiest - Low-Hanging Fruit
349,349,17060201,East Fork Salmon River,979.62800377,6.9,11.38,6763.1,11154.1,1,1,Margin_Controlled,MC,good,intact,good,good,Straight Forward - Quick Return
350,350,17060201,East Fork Salmon River,970.450378184,6.8,11.38,6603.2,11050.6,1,1,Margin_Controlled,MC,good,intact,good,intact,Strategic - Long-Term Investment
351,351,17060201,East Fork Salmon River,504.710750095,5.5,9.2,2776.8,4644.9,1,1,Margin_Controlled,MC,good,intact,good,intact,Strategic - Long-Term Investment
352,352,17060201,East Fork Salmon River,997.105027473,5.6,9.28,5585.8,9256.4,1,1,Margin_Controlled,MC,good,intact,good,intact,Strategic - Long-Term Investment
353,353,17060201,East Fork Salmon River,980.626979597,5.65,9.4,5543.4,9222.6,1,1,Margin_Controlled,MC,good,intact,good,intact,Strategic - Long-Term Investment
354,354,17060201,East Fork Salmon River,989.592219314,5.7,9.46,5643.1,9365.5,1,1,Margin_Controlled,MC,good,intact,good,good,Straight Forward - Quick Return
355,355,17060201,East Fork Salmon River,996.511739964,5.76,9.52,5742,9490.2,1,1,Margin_Controlled,MC,good,intact,good,intact,Strategic - Long-Term Investment
356,356,17060201,East Fork Salmon River,967.997795565,5.8,9.6,5617.9,9298.7,1,1,Margin_Controlled,MC,good,intact,good,intact,Easiest - Low-Hanging Fruit
357,357,17060201,East Fork Salmon River,918.317401177,9,14.62,8272.1,13437.6,1,1,Margin_Controlled,MC,good,intact,good,good,NA
358,358,17060201,East Fork Salmon River,946.258296199,9,14.6,8524,13827.8,1,1,Margin_Controlled,MC,good,intact,good,good,NA
359,359,17060201,East Fork Salmon River,358.537182185,9,14.6,3228.6,5237.5,1,1,Wandering_Gravel,WA,good,intact,good,intact,Strategic - Long-Term Investment
360,360,17060201,East Fork Salmon River,970.632442059,9,14.6,8741.2,14180.2,1,1,Wandering_Gravel,WA,good,intact,good,good,Straight Forward - Quick Return
361,361,17060201,East Fork Salmon River,966.627002602,9,14.66,8705.5,14180.4,1,1,Wandering_Gravel,WA,good,intact,good,good,Straight Forward - Quick Return
362,362,17060201,East Fork Salmon River,873.615384844,7.2,11.96,6295,10456.7,1,1,Margin_Controlled,MC,good,intact,good,intact,Strategic - Long-Term Investment
363,363,17060201,East Fork Salmon River,1166.87433579,9.44,15.34,11021.1,17909.3,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
364,364,17060201,East Fork Salmon River,992.925426564,10.6,17,10529.3,16886.6,1,1,Wandering_Gravel,WA,good,intact,good,intact,Strategic - Long-Term Investment
365,365,17060201,East Fork Salmon River,995.167385736,10.6,16.98,10552.9,16904.5,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
366,366,17060201,East Fork Salmon River,1007.69160565,10.58,16.9,10664.1,17034.4,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
367,367,17060201,East Fork Salmon River,999.74079562,10.5,16.9,10500.8,16901.4,1,1,Wandering_Gravel,WA,good,intact,good,good,Straight Forward - Quick Return
368,368,17060201,East Fork Salmon River,287.051822698,9.8,15.85,2814.8,4552.6,1,1,Margin_Controlled,MC,good,intact,good,intact,Strategic - Long-Term Investment
369,369,17060201,East Fork Salmon River,986.115708113,9.8,15.9,9668.6,15686.7,1,1,Margin_Controlled,MC,good,intact,good,intact,Strategic - Long-Term Investment
370,370,17060201,East Fork Salmon River,975.338250326,9.8,15.9,9564,15517,1,1,Margin_Controlled,MC,good,intact,good,intact,Easiest - Low-Hanging Fruit
371,371,17060201,East Fork Salmon River,857.374429738,9.18,14.94,7876,12817.8,1,1,Margin_Controlled,MC,good,intact,good,good,NA
372,372,17060201,East Fork Salmon River,1008.67506213,9.3,15.08,9383,15214.6,1,1,Margin_Controlled,MC,good,intact,good,intact,Strategic - Long-Term Investment
373,373,17060201,East Fork Salmon River,967.618541358,9.3,15.1,9004.9,14620.8,1,1,Margin_Controlled,MC,good,intact,good,good,Straight Forward - Quick Return
374,374,17060201,East Fork Salmon River,950.928345733,9.3,15.1,8851.3,14371.4,1,1,Margin_Controlled,MC,good,intact,good,intact,Easiest - Low-Hanging Fruit
375,375,17060201,East Fork Salmon River,265.149432339,11.2,17.9,2969.3,4745.5,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
376,376,17060201,East Fork Salmon River,1049.30783489,11.22,17.98,11771.5,18863.8,1,1,Margin_Controlled,MC,moderate,intact,moderate,good,Straight Forward - Quick Return
377,377,17060201,East Fork Salmon River,1021.23609682,11.3,18,11541.4,18384.6,1,1,Margin_Controlled,MC,moderate,intact,moderate,good,Straight Forward - Quick Return
378,378,17060201,East Fork Salmon River,1044.37176141,11.3,18,11800.2,18796.8,1,1,Margin_Controlled,MC,moderate,intact,moderate,intact,Easiest - Low-Hanging Fruit
379,379,17060201,East Fork Salmon River,1007.98161776,11.3,18,11393.1,18148.4,1,1,Margin_Controlled,MC,moderate,intact,moderate,intact,Easiest - Low-Hanging Fruit
380,380,17060201,East Fork Salmon River,1020.25083511,11.3,18.06,11530.4,18428.2,1,1,Margin_Controlled,MC,moderate,intact,moderate,good,Strategic - Long-Term Investment
381,381,17060201,East Fork Salmon River,1118.84701087,11,17.7,12310.5,19808.8,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
382,382,17060201,East Fork Salmon River,1248.74615809,10.5,16.95,13114.7,21170.9,1,1,Wandering_Gravel,WA,good,intact,good,intact,Strategic - Long-Term Investment
383,383,17060201,East Fork Salmon River,1030.46497659,10.56,17,10882,17518.4,1,1,Wandering_Gravel,WA,good,intact,good,good,Straight Forward - Quick Return
384,384,17060201,East Fork Salmon River,792.912250857,12.73,20.23,10099.5,16049.7,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
385,385,17060201,East Fork Salmon River,973.548416873,12.92,20.5,12586,19970,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
386,386,17060201,East Fork Salmon River,969.796259909,13,20.5,12615.8,19894.1,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
387,387,17060201,East Fork Salmon River,965.670486376,13,20.5,12562.7,19810.4,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
388,388,17060201,East Fork Salmon River,984.119016193,13.16,20.82,12957.7,20500,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
389,389,17060201,East Fork Salmon River,275.304221814,11.4,18.25,3138.2,5023.8,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
390,390,17060201,East Fork Salmon River,1004.49513005,11.4,18.3,11454.5,18387.4,1,1,Margin_Controlled,MC,moderate,intact,moderate,good,Straight Forward - Quick Return
391,391,17060201,East Fork Salmon River,615.490788348,14.2,22.3,8742.6,13729.6,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
392,392,17060201,East Fork Salmon River,979.32860145,14.2,22.3,13914.5,21851.6,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
393,393,17060201,East Fork Salmon River,983.256072792,14.2,22.3,13969.7,21938.4,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
394,394,17060201,East Fork Salmon River,979.457174107,14.16,22.2,13877.1,21756.5,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
395,395,17060201,East Fork Salmon River,990.89987209,14.1,22.2,13977.9,22007.8,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
396,396,17060201,East Fork Salmon River,977.307706919,14.1,22.2,13788.3,21709.3,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
397,397,17060201,East Fork Salmon River,1000.81889992,14.14,22.2,14156.3,22225.6,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
398,398,17060201,East Fork Salmon River,992.58835302,14.2,22.2,14100.7,22044.7,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
399,399,17060201,East Fork Salmon River,679.220775584,13.8,21.8,9380.9,14819.1,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
400,400,17060201,East Fork Salmon River,986.504471004,13.86,21.8,13679.6,21516.3,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
401,401,17060201,East Fork Salmon River,989.566922615,13.9,21.8,13761.1,21582.1,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
402,402,17060201,East Fork Salmon River,953.300668763,13.8,21.82,13167.1,20819.3,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
403,403,17060201,East Fork Salmon River,948.815647661,13.8,21.84,13106,20741.7,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
406,406,17060201,East Fork Valley Creek,1033.26931808,2.86,5.42,2954.8,5599.7,1,1,Margin_Controlled,MC,good,intact,good,good,Straight Forward - Quick Return
407,407,17060201,East Fork Valley Creek,1018.3640123,2.9,5.5,2953.4,5601.3,1,1,AlluvialFan,AF,good,intact,good,intact,Strategic - Long-Term Investment
409,409,17060201,East Pass Creek,961.306583979,3.15,5.7,3030.3,5483.4,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
410,410,17060201,East Pass Creek,1031.71484343,3.26,5.88,3363.6,6066.8,1,1,Conf_Floodplain,CF,good,intact,good,intact,Strategic - Long-Term Investment
411,411,17060201,East Pass Creek,1043.61952397,3.35,6.05,3496,6313.6,1,1,Planform_Controlled,PC,good,intact,good,good,NA
412,412,17060201,East Pass Creek,1001.50716721,3.45,6.2,3456.3,6211.4,1,1,Planform_Controlled,PC,good,intact,good,good,Straight Forward - Quick Return
413,413,17060201,East Pass Creek,1008.85092947,3.58,6.36,3612.6,6417.9,1,1,Planform_Controlled,PC,good,intact,good,good,Straight Forward - Quick Return
