GU,GUKey,UnitID,ForceType,ForceElem,ForceHyd,Perimeter,ElongRatio,Morphology,Position,Orient,OrientCat,bfSlope,bfSlopeSm,bedSlope,Area,Width,Length,LtoWRatio,bfwRatio,ThalwegCh,ThalwegTyp,ThalwegCt,VisitID
Bank,Bk,11,"NA","NA","NA",52.8001025308,0.195202830389,Elongated,Margin Attached,-0.27763689964,Longitudinal,0.953900507157,0.883505284215,23.3673414102,13.5700112897,0.637266328785,21.2940974233,33.4147537088,0.0767790757572,Main,Split,1,1027
Glide-Run,GR,12,"NA","NA","NA",157.800007498,0.311965720676,Elongated,Mid Channel,0.454159735662,Longitudinal,0.83000512447,0.898745120078,3.32055345723,127.120052077,3.11715690861,40.7807677969,13.0826804657,0.375561073327,Main,Main,1,1027
Glide-Run,GR,13,"NA","NA","NA",460.400021866,0.225732223965,Elongated,Channel Spanning,22.5076929433,Diagonal,0.910369415335,0.933968839278,4.16873495201,361.050034291,3.80121131126,94.9828895916,24.9875320823,0.457977266416,"Main, Backwater","Main, Return, Split",3,1027
Glide-Run,GR,14,"NA","NA","NA",22.4000010658,0.693337341777,NA,Margin Attached,8.71210907703,Longitudinal,0.450069365731,0.518020621044,4.04924259502,6.71000063732,1.59166119801,4.2157216911,2.64863005793,0.191766409399,Main,"Main, Split",2,1027
Glide-Run,GR,15,"NA","NA","NA",43.4000020623,0.326159644383,Elongated,Margin Detached,2.5996693776,Longitudinal,0.578567980096,0.581049754516,2.97883409576,18.9500018,1.25828671102,15.0601620712,11.9687841724,0.151600808557,None,None,0,1027
Glide-Run,GR,16,"NA","NA","NA",24.0001011898,0.49335909687,Elongated,Margin Attached,-14.8886394944,Longitudinal,1.82497451044,1.65109984641,6.72993319407,11.7500061171,1.4987422281,7.83991129147,5.23099379231,0.180571352783,Main,Split,1,1027
Glide-Run,GR,17,"NA","NA","NA",139.000006603,0.239577362347,Elongated,Margin Attached,2.27921977531,Longitudinal,1.19927622707,1.16030307031,6.32633498839,56.8999754065,1.60157239935,35.527569924,22.1829309361,0.192960530043,Main,"Main, Split",2,1027
Margin Attached Bar,Br,18,"NA","NA","NA",18.6000008825,0.506056993433,Elongated,Margin Attached,-10.5784715294,Longitudinal,1.34128963947,1.21013719849,4.70431429261,4.21000039862,0.920206415371,4.5750609084,4.97177680136,0.110868242816,None,None,0,1027
Margin Attached Bar,Br,19,"NA","NA","NA",51.8000024576,0.300773974268,Elongated,Margin Attached,9.47457182445,Longitudinal,1.4107873232,1.04096684407,9.03395492943,12.5900011946,0.945796924178,13.3115268963,14.0744028194,0.113951436648,None,None,0,1027
Margin Attached Bar,Br,20,"NA","NA","NA",100.400004771,0.159326160481,Elongated,Margin Attached,1.13223996713,Longitudinal,0.860948907562,0.791405615612,10.4093165006,24.620002338,0.700609291444,35.1408447457,50.157548829,0.0844107580054,None,None,0,1027
Margin Attached Bar,Br,21,"NA","NA","NA",36.800001746,0.219039244294,Elongated,Margin Detached,-0.717909640928,Longitudinal,0.703854288849,0.691382669909,8.29476118647,7.2500006889,0.522679796838,13.8708263315,26.5379041153,0.0629734694985,None,None,0,1027
Margin Attached Bar,Br,22,"NA","NA","NA",68.4000032526,0.242306697291,Elongated,Margin Attached,-1.26445719391,Longitudinal,0.632020305236,0.620773274385,7.9744574761,18.0000017096,0.911058886341,19.7572319194,21.68600978,0.109766130884,None,None,0,1027
Margin Attached Bar,Br,23,"NA","NA","NA",78.6000037342,0.311708644591,Elongated,Margin Attached,3.98066020815,Longitudinal,1.11426330216,1.08242417655,6.15860279853,64.170006095,2.21288907269,28.9982931757,13.104268774,0.266613141288,None,None,0,1027
Margin Attached Bar,Br,24,"NA","NA","NA",111.400005288,0.225390214715,Elongated,Margin Attached,-1.19062712764,Longitudinal,0.89161736957,0.848095314258,8.43429034045,55.0200052282,1.48163124592,37.1347495403,25.0634222534,0.178509788665,None,None,0,1027
Margin Attached Bar,Br,25,"NA","NA","NA",19.0000009015,0.391525326985,Elongated,Margin Attached,4.54589950901,Longitudinal,0.566405976625,0.449413030107,6.61895518912,5.32000050481,0.800314075233,6.64739090496,8.30597775383,0.0964233825582,Main,Split,1,1027
Margin Attached Bar,Br,26,"NA","NA","NA",22.0000010449,0.497665234971,Elongated,Margin Attached,-14.8037613459,Longitudinal,0.9464063106,0.981471996439,10.4868898605,4.72000044875,0.958193191983,4.92593820144,5.14086119861,0.11544496289,None,None,0,1027
Margin Attached Bar,Br,27,"NA","NA","NA",58.2000027616,0.180055664714,Elongated,Margin Attached,0.264581817447,Longitudinal,0.483770459023,0.44804753059,9.67545759081,10.7800010239,0.523915138489,20.575853286,39.273255866,0.0631223058421,None,None,0,1027
Margin Attached Bar,Br,28,"NA","NA","NA",25.8000012264,0.369505011719,Elongated,Margin Attached,2.75473200318,Longitudinal,0.915230674593,0.811975720834,5.17460400139,8.88000084328,0.975824222044,9.10000043315,9.32545045263,0.117569183379,None,None,0,1027
Margin Attached Bar,Br,29,"NA","NA","NA",13.0000006165,0.44877177505,Elongated,Margin Attached,-13.7221598643,Longitudinal,1.03917598237,0.803024656919,7.09999493419,3.43000032583,0.736575675308,4.65668422243,6.32207168731,0.088744057266,None,None,0,1027
Margin Attached Bar,Br,30,"NA","NA","NA",48.2000022866,0.239040533183,Elongated,Margin Attached,2.33045905452,Longitudinal,0.822581920636,1.00078301483,8.91096636832,16.8000015959,0.868302332369,19.3481014269,22.2826781706,0.10461473884,None,None,0,1027
Mid Channel Bar,Bc,31,"NA","NA","NA",21.4000010174,0.743661349744,NA,Mid Channel,38.024160084,Diagonal,1.5709499004,1.55502747898,5.51423470001,14.5100013767,2.51046224633,5.77981262133,2.30229019766,0.302465330883,None,None,0,1027
Pocket Pool,Pk,32,"NA","NA","NA",10.6000005044,0.459519184808,Elongated,Mid Channel,-5.38404261504,Longitudinal,1.42545710877,1.1911079388,3.83092059692,2.55000024242,0.650307130375,3.92122448504,6.02980392169,0.0783502566717,Main,Main,1,1027
Pocket Pool,Pk,33,"NA","NA","NA",6.40000030585,0.873139432946,NA,Mid Channel,11.0284663589,Longitudinal,0.591848624429,0.69988665845,1.79688110456,1.94000018438,1.07777782846,1.80000008643,1.67010309443,0.129852750417,Main,Main,1,1027
Pocket Pool,Pk,34,"NA","NA","NA",5.20000024885,0.756300505635,NA,Margin Detached,32.9398544215,Diagonal,0.324466873117,0.50223884262,2.98486668773,1.19000011342,0.731160379199,1.62755005232,2.22598228599,0.0880916119516,Main,Split,1,1027
Pool,Po,35,"NA","NA","NA",15.2000007238,0.518465993116,Elongated,Mid Channel,-14.2989695701,Longitudinal,0.985825460175,1.11975454048,1.76995262153,5.6900005394,1.09602683311,5.19147922981,4.73663515617,0.132051425676,Main,Main,1,1027
Pool,Po,36,"NA","NA","NA",22.4000010639,0.510800523839,Elongated,Margin Detached,-3.54051127915,Longitudinal,0.686452647931,0.788578437206,8.7286057603,11.9000011301,1.56159925293,7.62039371353,4.87986511216,0.188144488305,Main,Main,1,1027
Pool,Po,37,"NA","NA","NA",49.2000023369,0.40459583827,Elongated,Margin Attached,-0.0341629579735,Longitudinal,0.74413219960700006,0.765266609485,4.49943610174,38.6000036676,2.22771608929,17.3271647376,7.77799506,0.26839952883,Main,Main,1,1027
Pool,Po,38,"NA","NA","NA",13.0000006203,0.49320537029,Elongated,Margin Attached,-0.826512877649,Longitudinal,1.43420061808,1.32508742326,5.51714206957,4.93000046832,0.970501105249,5.07985044186,5.23425518465,0.116927844006,Main,Main,1,1027
Pool,Po,39,"NA","NA","NA",17.200000817,0.457492621581,Elongated,Margin Attached,10.7688115865,Longitudinal,0.775073721817,0.905087389668,3.93202108948,7.13000067666,1.08261399511,6.58591216157,6.08334290092,0.130435421097,Main,Main,1,1027
Pool,Po,40,"NA","NA","NA",19.0000009015,0.541606483947,Elongated,Mid Channel,38.6447300895,Diagonal,0.554980761215,0.707110005854,5.38146463123,8.29000078863,1.3819931746,5.99858301833,4.34053013326,0.16650520176,"Main, Backwater","Main, Return",2,1027
Pool,Po,41,"NA","NA","NA",38.000001803,0.482829024965,Elongated,Mid Channel,11.4415250157,Longitudinal,0.741195517103,0.781010328065,4.63762929225,30.1900028677,2.35109243433,12.840840465,5.46164849904,0.283264148714,Main,Main,1,1027
Pool,Po,42,"NA","NA","NA",18.400000874,0.519890257016,Elongated,Margin Detached,-9.35303331521,Longitudinal,0.766430457933,0.949285623184,4.76756744831,9.05000085859,1.38605590083,6.52931880536,4.71071823398,0.166994686847,Main,Main,1,1027
Pool,Po,43,"NA","NA","NA",23.8000011332,0.579490554582,Elongated,Margin Attached,-5.15729787169,Longitudinal,0.456348544659,0.508809100341,7.01117593567,14.6500013929,1.96566702316,7.45294153091,3.79155851072,0.236827352188,Main,"Main, Split",2,1027
Pool,Po,44,"NA","NA","NA",23.2000011038,0.53395504684,Elongated,Margin Attached,-5.37537022214,Longitudinal,0.509328074901,0.602704598813,3.93965898168,12.5800011947,1.67837806174,7.49533223856,4.46581876242,0.202214224306,Main,"Main, Split",2,1027
Pool,Po,45,"NA","NA","NA",57.6000027359,0.333323237911,Elongated,Margin Attached,7.47083139465,Longitudinal,1.17702101863,1.11779833978,6.91963954254,42.9600040817,1.93616562877,22.1881865081,11.459859724,0.233272967322,Main,"Main, Split",2,1027
Riffle,Rf,46,"NA","NA","NA",68.2000032365,0.433827751516,Elongated,Mid Channel,0.504967257753,Longitudinal,0.746070373531,0.740341014864,2.78996414755,53.8200051133,2.820550985,19.0813799855,6.7651250011,0.339825419879,Main,Main,1,1027
Riffle,Rf,47,"NA","NA","NA",19.0000009034,0.755394915456,NA,Margin Detached,110.391847853,Diagonal,0.773787692848,0.77195284796600006,2.64489266076,9.73000092411,2.08821521278,4.65948186977,2.2313226344,0.251592194311,Main,Main,1,1027
Riffle,Rf,48,"NA","NA","NA",139.20000886,0.44465235574,Elongated,Channel Spanning,3.03072966581,Longitudinal,0.835012844058,0.866838559338,1.96252296332,181.900167281,5.31473853835,34.2256097771,6.43975419113,0.64032994438,Main,"Main, Split",3,1027
Transition,Tr,49,"NA","NA","NA",0.600000025705,0.797884892202,NA,Mid Channel,103.050906216,Transverse,0,1.38156205416,0,0.0200000016205,0.100000003353,0.200000009499,2.00000002794,0.012048193175,None,None,0,1027
Transition,Tr,50,"NA","NA","NA",15.6000007391,0.291165962996,Elongated,Margin Detached,-22.8588168656,Diagonal,1.35435427757,1.24328882471,4.71376145494,2.03000019247,0.367649010838,5.52157120684,15.0185939417,0.0442950615467,None,None,0,1027
Transition,Tr,51,"NA","NA","NA",7.20000034198,0.675830466857,NA,Mid Channel,-42.8581082866,Diagonal,0.689312131135,0.779623307825,1.24313040984,1.94000018438,0.834225400313,2.32551080758,2.78762886709,0.100509084375,None,None,0,1027
Transition,Tr,52,"NA","NA","NA",56.6000026893,0.154347689329,Elongated,Margin Detached,4.08194943736,Longitudinal,0.954891951176,0.946026550684,9.29443093684,9.52000090528,0.422049494408,22.5565982934,53.445386364,0.0508493366757,None,None,0,1027
Transition,Tr,53,"NA","NA","NA",99.0000047013,0.125216821228,Elongated,Margin Detached,-0.0929370006689,Longitudinal,0.820258538134,0.80735534778,5.47703900984,14.8800014138,0.428064209592,34.7611434929,81.205442347300007,0.0515740011556,None,None,0,1027
Transition,Tr,54,"NA","NA","NA",38.2000018153,0.321513619719,Elongated,Margin Detached,-2.1043355089,Longitudinal,0.680715551057,0.685383880275,4.31011238244,16.6300015791,1.16195759071,14.3120555449,12.3171926922,0.139994890447,None,None,0,1027
Transition,Tr,55,"NA","NA","NA",56.8000026997,0.221837162667,Elongated,Margin Detached,5.2327311454,Longitudinal,0.608493884383,0.637932295422,3.56859206118,18.6500017721,0.849021128056,21.9664754573,25.8727076764,0.102291702175,None,None,0,1027
Transition,Tr,56,"NA","NA","NA",48.2000022903,0.177722858591,Elongated,Margin Attached,-3.60083706284,Longitudinal,0.951780854964,0.935327611916,6.71736564729,11.3600010806,0.530856615241,21.3993774486,40.311030953,0.0639586283423,None,None,0,1027
Transition,Tr,57,"NA","NA","NA",2.20000010543,0.485577284936,Elongated,Margin Attached,-6.58521306381,Longitudinal,1.44220798016,0.893655924002,10.8914019585,0.150000014156,0.166666674393,0.900000043213,5.40000000894,0.020080322216,None,None,0,1027
Transition,Tr,58,"NA","NA","NA",16.2000007685,0.321848175199,Elongated,Margin Detached,-5.31687681748,Longitudinal,1.45920647918,1.1661072696499999,9.69656796322,3.21000030503,0.511032293496,6.28140402452,12.2915989938,0.0615701558429,None,None,0,1027
Transition,Tr,59,"NA","NA","NA",85.8000040762,0.192153323098,Elongated,Margin Attached,2.80877789608,Longitudinal,1.13305134257,1.14927265268,4.12922760749,25.740002445,0.863966590594,29.7928215341,34.4837657595,0.104092360313,None,None,0,1027
Transition,Tr,60,"NA","NA","NA",65.0000030864,0.147554927482,Elongated,Margin Detached,2.93258641403,Longitudinal,0.751895195593,0.775928569935,10.5514937649,8.93000084868,0.39077270787,22.8521610359,58.4794193036,0.0470810491409,None,None,0,1027
Transition,Tr,61,"NA","NA","NA",106.800005075,0.132942462623,Elongated,Margin Attached,0.660339940117,Longitudinal,0.903343824469,0.871216281594,5.0270014976,19.350001839,0.518261540899,37.3363645803,72.0415497464,0.062441149506,None,None,0,1027
Transition,Tr,62,"NA","NA","NA",11.4000005424,0.268951859904,Elongated,Margin Detached,6.57578628505,Longitudinal,0.492114865491,0.442318895171,6.17366292912,0.930000088625,0.229858624854,4.04596559828,17.6019742607,0.0276938102233,None,None,0,1027
Transition,Tr,63,"NA","NA","NA",7.40000035055,0.34837109556,Elongated,Margin Detached,-4.88843343198,Longitudinal,0.656947322075,0.604765261137,11.9433439988,0.650000061654,0.248910702482,2.61137851917,10.491226344,0.0299892412629,None,None,0,1027
Transition,Tr,64,"NA","NA","NA",6.00000028685,0.865427680757,NA,Mid Channel,132.402176603,Diagonal,0.477901402992,0.468425464455,1.26695809811,1.70000016224,1.00000004766,1.70000008121,1.70000000019,0.120481933453,None,None,0,1027
Transition,Tr,65,"NA","NA","NA",10.6000005044,0.358059441054,Elongated,Margin Attached,-6.707590203,Longitudinal,0.897767121783,0.582695479611,13.0337342779,1.31000012472,0.363191399017,3.606913953,9.93116566846,0.0437579998816,None,None,0,1027
Transition,Tr,66,"NA","NA","NA",18.2000008672,0.219816882497,Elongated,Mid Channel,-3.20062623636,Longitudinal,0.288410264081,0.574141517929,2.30067195063,1.38000013174,0.228847074794,6.03022840903,26.3504718794,0.0275719367221,Main,Split,1,1027
Transition,Tr,67,"NA","NA","NA",11.0000005215,0.313012357839,Elongated,Margin Detached,-15.8391145577,Diagonal,1.07324647297,0.936917309539,6.61756721998,1.180000112,0.301333395613,3.91592876588,12.9953361389,0.0363052283871,None,None,0,1027
Transition,Tr,68,"NA","NA","NA",101.000004798,0.152830906393,Elongated,Margin Detached,-0.232642346728,Longitudinal,0.503303668393,0.544331042896,6.20903108631,21.3100020249,0.625241349158,34.0828418555,54.5114968826,0.0753302830311,None,None,0,1027
Transition,Tr,69,"NA","NA","NA",13.2000006251,0.240027934975,Elongated,Margin Attached,0.878702060577,Longitudinal,0.985965355635,1.12275173545,14.5398203611,1.0000000949,0.212719139091,4.70103489124,22.0997269514,0.0256288119387,None,None,0,1027
Transition,Tr,70,"NA","NA","NA",21.2000010051,0.262471933552,Elongated,Margin Attached,5.50851252666,Longitudinal,0.990856557994,0.802219594795,7.57843129329,4.13000039224,0.47271858207,8.73669990748,18.4818203448,0.0569540460326,None,None,0,1027
Transition,Tr,71,"NA","NA","NA",114.200007672,0.195141538882,Elongated,Margin Detached,18.7183071415,Diagonal,1.18048031631,1.24406599833,6.1037622498,31.7798630186,0.974923397378,32.5972923658,33.4357473146,0.117460650286,Main,Split,1,1027
Bank,Bk,1,"NA","NA","NA",38.401104146,0.213468136208,Elongated,Margin Attached,0.284268279617,Longitudinal,1.20993012276,0.860643280495,31.8433931145,6.58011062526,0.485282257269,13.5593472184,27.9411559259,0.0693260367528,None,None,0,1029
Bank,Bk,2,"NA","NA","NA",62.5999029751,0.148624891292,Elongated,Margin Attached,6.22629156116,Longitudinal,1.53278064792,1.36200853732,29.8649409398,10.7299610192,0.431454873919,24.8692543943,57.6404530292,0.0616364105599,None,None,0,1029
Bank,Bk,3,"NA","NA","NA",93.800104469,0.162739230793,Elongated,Margin Attached,5.09322001763,Longitudinal,1.74972766443,1.24878531237,32.415341901,16.9300266071,0.593424997326,28.5293452136,48.0757388754,0.084774999618,None,None,0,1029
Bank,Bk,4,"NA","NA","NA",11.0000005215,0.309752073916,Elongated,Margin Attached,19.7641022871,Diagonal,1.23700041083,1.21265051231,24.1779360032,1.42000013461,0.327117043869,4.34095428908,13.2703396856,0.046731006267,None,None,0,1029
Bank,Bk,5,"NA","NA","NA",113.000005372,0.154550191173,Elongated,Margin Attached,-119.758712549,Diagonal,1.8998608719,1.4781244698,35.2624992806,23.1400021959,0.658864338653,35.1210421302,53.3054227856,0.0941234769504,Main,Cut-off,1,1029
Bank,Bk,6,"NA","NA","NA",38.5989049037,0.375700074303,Elongated,Margin Attached,-55.9748808006,Diagonal,1.53418175765,1.60542279352,23.4463604912,8.27994578651,0.958075611066,8.64226757354,9.02044418386,0.136867944438,None,None,0,1029
Bank,Bk,7,"NA","NA","NA",62.2000030846,0.170035847372,Elongated,Margin Attached,-0.975903606859,Longitudinal,1.43233039889,0.929481772834,26.0830805284,11.1700092101,0.503630488056,22.1789773952,44.0381945121,0.0719472125795,None,None,0,1029
Bank,Bk,8,"NA","NA","NA",37.8000017963,0.242061021666,Elongated,Margin Attached,-0.797898444748,Longitudinal,0.72418509173,0.741400126472,25.2796735844,8.25000078315,0.616164416416,13.3892846834,21.7300517957,0.0880234880594,None,None,0,1029
Bank,Bk,9,"NA","NA","NA",18.0000008568,0.302537312934,Elongated,Margin Attached,-36.8762408243,Diagonal,1.73661291904,1.12446062857,27.8886693369,2.98000028336,0.462841034094,6.43849629538,13.9108156388,0.0661201477277,None,None,0,1029
Bank,Bk,10,"NA","NA","NA",124.000005886,0.177572660246,Elongated,Margin Attached,3.62494489793,Longitudinal,1.71322890648,1.39743503887,26.7998111341,24.5800023334,0.78021054927,31.5043193871,40.3792532882,0.111458649896,None,None,0,1029
Bank,Bk,11,"NA","NA","NA",58.4000027757,0.216535222226,Elongated,Margin Attached,21.4562625867,Diagonal,1.62741573506,1.42993409798,29.2082794256,8.26000078568,0.551522648441,14.976720918,27.1552237435,0.0787889497773,Backwater,Return,1,1029
Bank,Bk,12,"NA","NA","NA",116.998211017,0.173650877271,Elongated,Margin Attached,30.4384776168,Diagonal,1.30046162933,1.12818479231,29.2106688568,20.1801057458,0.691326902968,29.1903955411,42.2237228376,0.0987609861383,None,None,0,1029
Chute,Ch,13,"NA","NA","NA",30.0000014268,0.336098630268,Elongated,Margin Attached,-7.84001788387,Longitudinal,1.33520269952,1.42250044659,6.00450488932,10.5700010042,0.968387141441,10.9150571624,11.2713776292,0.138341020206,Main,Cut-off,1,1029
Chute,Ch,14,"NA","NA","NA",54.0002026645,0.295066139967,Elongated,Margin Attached,-3.32497605136,Longitudinal,1.66533952106,1.61313999746,12.0888810967,14.8000014058,1.00599312074,14.7118316227,14.6241871037,0.143713302962,Secondary,Cut-off,1,1029
Chute,Ch,15,"NA","NA","NA",65.200003095,0.27490068351,Elongated,Margin Detached,1.16657055643,Longitudinal,1.24305273126,1.28142255415,7.85406480597,20.7500019721,1.10976148458,18.6977132118,16.8484070421,0.158537354939,Main,Cut-off,1,1029
Glide-Run,GR,16,"NA","NA","NA",73.4001036037,0.348345182754,Elongated,Margin Attached,14.2434863916,Longitudinal,1.09779658969,1.03356455696,5.60789796555,26.75035754,1.59668542847,16.7536805077,10.492787251,0.228097918353,Main,"Main, Cut-off",2,1029
Glide-Run,GR,17,"NA","NA","NA",18.7531224048,0.598873666127,Elongated,Mid Channel,21.0334728665,Diagonal,1.26588986009,1.54387836797,2.62308343374,8.96111161643,1.58876958503,5.6402839662,3.55009563334,0.226967083576,Main,Cut-off,1,1029
Glide-Run,GR,18,"NA","NA","NA",206.634506757,0.278954816716,Elongated,Channel Spanning,21.4418340383,Diagonal,1.07638687382,1.18679757601,6.42917755215,95.6896105641,2.41830467587,39.5688812575,16.3622398998,0.345472096553,"Main, Secondary","Main, Cut-off, Split",3,1029
Glide-Run,GR,19,"NA","NA","NA",70.8003034123,0.348939075251,Elongated,Margin Attached,-8.68781180422,Longitudinal,1.69009249517,1.78323463755,11.1966203289,28.5800577152,1.6532019687,17.287698815,10.4571003074,0.236171709814,Main,"Main, Cut-off",2,1029
Glide-Run,GR,20,"NA","NA","NA",105.199905049,0.288413398739,Elongated,Margin Attached,133.2780109,Diagonal,1.74095019499,1.81646373392,11.5761269762,27.68010763,1.34475781523,20.5837120384,15.3066312799,0.192108259318,Secondary,"Anabranch, Cut-off",2,1029
Glide-Run,GR,21,"NA","NA","NA",60.0000028498,0.351349362878,Elongated,Mid Channel,0.910627278302,Longitudinal,0.674729252471,0.739999887895,6.60768947256,15.4400014677,1.22351020557,12.6194300606,10.3141191656,0.174787172225,Main,"Main, Cut-off",2,1029
Glide-Run,GR,22,"NA","NA","NA",117.000405664,0.439510005933,Elongated,Margin Attached,-6.10803226828,Longitudinal,1.34419183848,1.45926224978,6.21569610282,40.7600888726,2.48674403644,16.3909466657,6.59132843006,0.355249148064,"Main, Backwater","Main, Split, Return, Cut-off",5,1029
Glide-Run,GR,23,"NA","NA","NA",235.4007116,0.476832792449,Elongated,Margin Attached,42.6583293318,Diagonal,1.18658704137,1.19607446695,3.6690409008,144.920308763,5.087161174,28.4874616325,5.59987400795,0.726737310571,"Main, Secondary","Main, Cut-off",4,1029
Margin Attached Bar,Br,24,"NA","NA","NA",39.4000018705,0.267463991076,Elongated,Margin Attached,5.28344720154,Longitudinal,0.668330146579,0.660711141867,12.1014776542,9.58000091024,0.73365664129,13.0578807184,17.7983541394,0.104808091613,None,None,0,1029
Margin Attached Bar,Br,25,"NA","NA","NA",30.6000014544,0.278723912611,Elongated,Margin Attached,-12.0867207856,Longitudinal,1.50855715645,1.4334797597,9.0799773957,8.64000082131,0.726065630096,11.899751845,16.3893611703,0.103723661442,Main,Cut-off,1,1029
Margin Attached Bar,Br,26,"NA","NA","NA",17.200000817,0.27258824886,Elongated,Margin Detached,-0.615603645516,Longitudinal,1.95591430393,1.78370800669,12.9716590188,2.20000020852,0.358313563345,6.13987421516,17.1354780931,0.0511876519064,None,None,0,1029
Margin Attached Bar,Br,27,"NA","NA","NA",11.0000005215,0.530899201456,Elongated,Margin Detached,145.093944811,Diagonal,1.18615932406,0.827915119929,11.5149949855,3.0500002902,0.821687669198,3.71187302005,4.51737705115,0.117383952743,None,None,0,1029
Margin Attached Bar,Br,28,"NA","NA","NA",14.4001007319,0.478248220585,Elongated,Margin Attached,144.738301231,Diagonal,2.27554170833,1.89546087768,8.11023541093,4.0400053848,0.851900929457,4.74234179715,5.56677617451,0.12170013278,None,None,0,1029
Margin Attached Bar,Br,29,"NA","NA","NA",12.6000007013,0.385465500128,Elongated,Margin Attached,132.939851815,Diagonal,1.24133933097,1.9147412324,12.2677237193,1.99999018982,0.483107971876,4.13984100087,8.56918378885,0.0690154245538,None,None,0,1029
Margin Attached Bar,Br,30,"NA","NA","NA",23.5999011461,0.56843497121,Elongated,Margin Attached,60.9772184739,Diagonal,0.861040018281,1.34318901386,4.10872426269,14.5499913828,1.9215731159,7.57191660435,3.9404780082,0.274510445128,None,None,0,1029
Margin Attached Bar,Br,31,"NA","NA","NA",54.6000026656,0.403752813935,Elongated,Margin Attached,-13.4484656541,Longitudinal,1.07168785112,1.18172744759,6.132104805,32.3400180708,2.03484085423,15.8931436843,7.81050943186,0.290691550604,Main,Split,1,1029
Margin Attached Bar,Br,32,"NA","NA","NA",91.6000043508,0.345026276984,Elongated,Margin Attached,17.4022711871,Diagonal,1.55923240943,1.52354518619,5.511484636,62.3899959277,2.41520727306,25.8321497387,10.6956243577,0.345029610438,None,None,0,1029
Margin Attached Bar,Br,33,"NA","NA","NA",26.8000012711,0.220943479821,Elongated,Margin Attached,-14.5660929993,Longitudinal,0.701087893827,0.756353746171,9.89692967874,3.49000033153,0.365795771768,9.5408438284,26.0824333269,0.0522565388241,None,None,0,1029
Margin Attached Bar,Br,34,"NA","NA","NA",33.2000015844,0.540615473188,Elongated,Margin Attached,13.9030944555,Longitudinal,1.72133078163,1.2163460487,11.3867702509,12.7500012115,1.71075706403,7.45284148143,4.35645810742,0.24439386629,None,None,0,1029
Margin Attached Bar,Br,35,"NA","NA","NA",11.0000005234,0.701049840817,NA,Margin Attached,-14.5586835674,Longitudinal,1.42364992296,0.906389091917,7.49902845202,3.86000036668,1.2206392347,3.16227781064,2.59067357558,0.174377033528,None,None,0,1029
