visit.id,UnitForm,model,species,lifestage,area.delft,hab.area.suitable,pred.fish,med,mean,sd,med.suitable,mean.suitable,sd.suitable
1027,Trough,fuzzy,chinook,juvenile,273.68,63.559999999999995,45,0.226,0.259,0.176,NA,NA,NA
1027,Wall,fuzzy,chinook,juvenile,114.10000000000001,33.568,49,0.236,0.313,0.252,NA,NA,NA
1029,Bowl,nrei,steelhead,juvenile,193.29,135.51,80,60.827,38.691,56.096,NA,NA,NA
1029,Bowl Transition,nrei,steelhead,juvenile,81.76,20.740000000000002,28,-36.031,-88.756,123.644,NA,NA,NA
1029,Mound,nrei,steelhead,juvenile,88.86,2.92,0,-29.104,-47.124,76.998,NA,NA,NA
1029,Mound Transition,nrei,steelhead,juvenile,89.299,8.99,2,-20.423,-38.125,81.253,NA,NA,NA
1029,Plane,nrei,steelhead,juvenile,246.509,70.61,34,-3.749,-4.462,57.51,NA,NA,NA
1029,Saddle,nrei,steelhead,juvenile,117.7,32.25,20,-19.159,-23.82,77.62,NA,NA,NA
1029,Trough,nrei,steelhead,juvenile,257.449,128.979,69,30.697,2.618,87.492,NA,NA,NA
1029,Wall,nrei,steelhead,juvenile,88.771,10.402000000000001,4,-16.597,-3.76,36.19,NA,NA,NA
1029,Bowl,fuzzy,chinook,spawner,193.29,138.98000000000002,8,0.66,0.535,0.281,NA,NA,NA
1029,Bowl Transition,fuzzy,chinook,spawner,81.76,34.45,0,0.326,0.367,0.217,NA,NA,NA
1029,Mound,fuzzy,chinook,spawner,88.86,5.94,0,0.078,0.14,0.138,NA,NA,NA
1029,Mound Transition,fuzzy,chinook,spawner,89.299,11.04,0,0.078,0.172,0.162,NA,NA,NA
1029,Plane,fuzzy,chinook,spawner,246.509,72.63,0,0.233,0.289,0.226,NA,NA,NA
1029,Saddle,fuzzy,chinook,spawner,117.7,47.4,1,0.271,0.339,0.273,NA,NA,NA
1029,Trough,fuzzy,chinook,spawner,257.449,147.029,1,0.474,0.443,0.243,NA,NA,NA
1029,Wall,fuzzy,chinook,spawner,88.771,15.442,1,0.078,0.234,0.222,NA,NA,NA
1029,Bowl,fuzzy,steelhead,spawner,193.29,138.98000000000002,10,0.66,0.535,0.281,NA,NA,NA
1029,Bowl Transition,fuzzy,steelhead,spawner,81.76,34.45,0,0.326,0.367,0.217,NA,NA,NA
1029,Mound,fuzzy,steelhead,spawner,88.86,5.94,0,0.078,0.14,0.138,NA,NA,NA
1029,Mound Transition,fuzzy,steelhead,spawner,89.299,11.04,0,0.078,0.172,0.162,NA,NA,NA
1029,Plane,fuzzy,steelhead,spawner,246.509,72.63,0,0.233,0.289,0.226,NA,NA,NA
1029,Saddle,fuzzy,steelhead,spawner,117.7,47.4,2,0.271,0.339,0.273,NA,NA,NA
1029,Trough,fuzzy,steelhead,spawner,257.449,147.029,2,0.474,0.443,0.243,NA,NA,NA
1029,Wall,fuzzy,steelhead,spawner,88.771,15.442,1,0.078,0.234,0.222,NA,NA,NA
1029,Bowl,fuzzy,chinook,juvenile,193.29,156.42,274,0.659,0.603,0.225,NA,NA,NA
1029,Bowl Transition,fuzzy,chinook,juvenile,81.76,14.959999999999999,0,0.084,0.207,0.198,NA,NA,NA
1029,Mound,fuzzy,chinook,juvenile,88.86,7.88,5,0.078,0.155,0.181,NA,NA,NA
1029,Mound Transition,fuzzy,chinook,juvenile,89.299,11.73,9,0.078,0.176,0.197,NA,NA,NA
1029,Plane,fuzzy,chinook,juvenile,246.509,56.81,35,0.119,0.25,0.222,NA,NA,NA
1029,Saddle,fuzzy,chinook,juvenile,117.7,19.37,15,0.083,0.202,0.204,NA,NA,NA
1029,Trough,fuzzy,chinook,juvenile,257.449,120.56,76,0.388,0.368,0.247,NA,NA,NA
1029,Wall,fuzzy,chinook,juvenile,88.771,24.061,18,0.239,0.333,0.273,NA,NA,NA
1096,Bowl,nrei,steelhead,juvenile,1771.859,1698.746,835,82.049,70.026,44.832,NA,NA,NA
1096,Bowl Transition,nrei,steelhead,juvenile,1050.171,800.313,503,56.675,19.397,111.983,NA,NA,NA
1096,Mound,nrei,steelhead,juvenile,1065.117,43.195,23,-23.505,-16.574,21.515,NA,NA,NA
1096,Mound Transition,nrei,steelhead,juvenile,1156.654,267.932,131,-5.369,0.07,34.857,NA,NA,NA
1096,Plane,nrei,steelhead,juvenile,3185.438,1922.36,800,41.669,34.979,39.093,NA,NA,NA
1096,Saddle,nrei,steelhead,juvenile,345.851,303.816,135,75.518,55.456,76.813,NA,NA,NA
1096,Trough,nrei,steelhead,juvenile,3485.402,2784.301,1345,68.518,52.75,50.195,NA,NA,NA
1096,Wall,nrei,steelhead,juvenile,527.63,103.899,30,2.35,12.442,41.948,NA,NA,NA
1096,Bowl,fuzzy,chinook,spawner,1771.859,1292.868,23,0.511,0.501,0.127,NA,NA,NA
1096,Bowl Transition,fuzzy,chinook,spawner,1050.171,809.782,43,0.6,0.563,0.178,NA,NA,NA
1096,Mound,fuzzy,chinook,spawner,1065.117,51.06,0,0.078,0.167,0.137,NA,NA,NA
1096,Mound Transition,fuzzy,chinook,spawner,1156.654,258.188,4,0.276,0.307,0.182,NA,NA,NA
1096,Plane,fuzzy,chinook,spawner,3185.438,1516.147,15,0.407,0.381,0.177,NA,NA,NA
1096,Saddle,fuzzy,chinook,spawner,345.851,320.171,10,0.594,0.582,0.109,NA,NA,NA
1096,Trough,fuzzy,chinook,spawner,3485.402,2422.189,39,0.497,0.475,0.151,NA,NA,NA
1096,Wall,fuzzy,chinook,spawner,527.63,92.627,6,0.276,0.311,0.237,NA,NA,NA
1096,Bowl,fuzzy,steelhead,spawner,1771.859,1292.868,26,0.511,0.501,0.127,NA,NA,NA
1096,Bowl Transition,fuzzy,steelhead,spawner,1050.171,809.782,60,0.6,0.563,0.178,NA,NA,NA
1096,Mound,fuzzy,steelhead,spawner,1065.117,51.06,0,0.078,0.167,0.137,NA,NA,NA
1096,Mound Transition,fuzzy,steelhead,spawner,1156.654,258.188,3,0.276,0.307,0.182,NA,NA,NA
1096,Plane,fuzzy,steelhead,spawner,3185.438,1516.147,29,0.407,0.381,0.177,NA,NA,NA
1096,Saddle,fuzzy,steelhead,spawner,345.851,320.171,17,0.594,0.582,0.109,NA,NA,NA
1096,Trough,fuzzy,steelhead,spawner,3485.402,2422.189,54,0.497,0.475,0.151,NA,NA,NA
1096,Wall,fuzzy,steelhead,spawner,527.63,92.627,6,0.276,0.311,0.237,NA,NA,NA
1096,Bowl,fuzzy,chinook,juvenile,1771.859,1503.139,2045,0.652,0.613,0.199,NA,NA,NA
1096,Bowl Transition,fuzzy,chinook,juvenile,1050.171,441.449,363,0.351,0.375,0.243,NA,NA,NA
1096,Mound,fuzzy,chinook,juvenile,1065.117,190.564,41,0.236,0.286,0.217,NA,NA,NA
1096,Mound Transition,fuzzy,chinook,juvenile,1156.654,509.699,338,0.5,0.435,0.251,NA,NA,NA
1096,Plane,fuzzy,chinook,juvenile,3185.438,1731.797,1784,0.459,0.448,0.248,NA,NA,NA
1096,Saddle,fuzzy,chinook,juvenile,345.851,262.472,234,0.527,0.517,0.209,NA,NA,NA
1096,Trough,fuzzy,chinook,juvenile,3485.402,2002.235,2097,0.493,0.469,0.246,NA,NA,NA
1096,Wall,fuzzy,chinook,juvenile,527.63,172.316,318,0.656,0.518,0.29,NA,NA,NA
1164,Bowl,nrei,steelhead,juvenile,43.24,40.65,31,53.412,49.173,23.669,NA,NA,NA
1164,Bowl Transition,nrei,steelhead,juvenile,100.39,52.52,28,8.737,-1.21,50.545,NA,NA,NA
1164,Mound,nrei,steelhead,juvenile,4.09,0,0,-29.778,-29.166,8.956,NA,NA,NA
1164,Mound Transition,nrei,steelhead,juvenile,15.14,0.04,0,-33.291,-38.081,29.318,NA,NA,NA
1164,Plane,nrei,steelhead,juvenile,89.971,3.67,1,-21.485,-21.089,19.666,NA,NA,NA
1164,Saddle,nrei,steelhead,juvenile,6.38,2.48,2,-4.066,-6.231,32.853,NA,NA,NA
1164,Trough,nrei,steelhead,juvenile,151.21,29.490000000000002,13,-9.58,-8.754,22.529,NA,NA,NA
1164,Wall,nrei,steelhead,juvenile,14.69,0,0,-32.678,-31.792,5.658,NA,NA,NA
1164,Bowl,fuzzy,chinook,spawner,43.24,30.21,0,0.532,0.485,0.142,NA,NA,NA
1164,Bowl Transition,fuzzy,chinook,spawner,100.39,37.55,1,0.337,0.353,0.134,NA,NA,NA
1164,Mound,fuzzy,chinook,spawner,4.09,0,0,0.078,0.115,0.054,NA,NA,NA
1164,Mound Transition,fuzzy,chinook,spawner,15.14,0,0,0.18,0.175,0.048,NA,NA,NA
1164,Plane,fuzzy,chinook,spawner,89.971,0.82,0,0.18,0.194,0.05,NA,NA,NA
1164,Saddle,fuzzy,chinook,spawner,6.38,2.27,0,0.338,0.337,0.106,NA,NA,NA
1164,Trough,fuzzy,chinook,spawner,151.21,13.46,0,0.209,0.24,0.096,NA,NA,NA
1164,Wall,fuzzy,chinook,spawner,14.69,0.02,0,0.18,0.183,0.042,NA,NA,NA
1164,Bowl,fuzzy,steelhead,spawner,43.24,29.21,2,0.553,0.433,0.231,NA,NA,NA
1164,Bowl Transition,fuzzy,steelhead,spawner,100.39,40.699999999999996,0,0.332,0.319,0.189,NA,NA,NA
1164,Mound,fuzzy,steelhead,spawner,4.09,0,0,0.078,0.078,0.001,NA,NA,NA
1164,Mound Transition,fuzzy,steelhead,spawner,15.14,0,0,0.078,0.089,0.041,NA,NA,NA
1164,Plane,fuzzy,steelhead,spawner,89.971,0.86,0,0.078,0.095,0.062,NA,NA,NA
1164,Saddle,fuzzy,steelhead,spawner,6.38,2.52,0,0.351,0.301,0.158,NA,NA,NA
1164,Trough,fuzzy,steelhead,spawner,151.21,16.61,0,0.078,0.165,0.143,NA,NA,NA
1164,Wall,fuzzy,steelhead,spawner,14.69,0.03,0,0.078,0.082,0.033,NA,NA,NA
1164,Bowl,fuzzy,chinook,juvenile,43.24,41.29,76,0.524,0.53,0.079,NA,NA,NA
1164,Bowl Transition,fuzzy,chinook,juvenile,100.39,41.49,5,0.366,0.331,0.161,NA,NA,NA
1164,Mound,fuzzy,chinook,juvenile,4.09,0,0,0.078,0.078,0.001,NA,NA,NA
1164,Mound Transition,fuzzy,chinook,juvenile,15.14,0,0,0.078,0.082,0.019,NA,NA,NA
1164,Plane,fuzzy,chinook,juvenile,89.971,0.19,0,0.078,0.095,0.057,NA,NA,NA
1164,Saddle,fuzzy,chinook,juvenile,6.38,1.22,0,0.278,0.261,0.137,NA,NA,NA
1164,Trough,fuzzy,chinook,juvenile,151.21,18.47,4,0.078,0.187,0.147,NA,NA,NA
1164,Wall,fuzzy,chinook,juvenile,14.69,0.16,0,0.078,0.09,0.062,NA,NA,NA
1175,Bowl,nrei,steelhead,juvenile,68.79,54.18,33,29.339,26.581,21.693,NA,NA,NA
1175,Bowl Transition,nrei,steelhead,juvenile,91.56,25.47,17,-7.028,-11.493,33.724,NA,NA,NA
1175,Mound,nrei,steelhead,juvenile,10.09,0,0,-35.773,-35.369,2.542,NA,NA,NA
1175,Mound Transition,nrei,steelhead,juvenile,34.941,0,0,-33.886,-33.071,3.987,NA,NA,NA
1175,Plane,nrei,steelhead,juvenile,130.302,0.1,0,-28.539,-27.014,8.557,NA,NA,NA
1175,Saddle,nrei,steelhead,juvenile,11.73,2.8,1,-7.612,-5.698,17.848,NA,NA,NA
1175,Trough,nrei,steelhead,juvenile,169.79,24.83,11,-10.598,-9.963,17.595,NA,NA,NA
1175,Wall,nrei,steelhead,juvenile,18.417,0,0,-31.848,-29.919,8.697,NA,NA,NA
1175,Bowl,fuzzy,chinook,spawner,68.79,39.76,1,0.432,0.43,0.194,NA,NA,NA
1175,Bowl Transition,fuzzy,chinook,spawner,91.56,13.84,0,0.23,0.254,0.121,NA,NA,NA
1175,Mound,fuzzy,chinook,spawner,10.09,0,0,0.208,0.149,0.065,NA,NA,NA
1175,Mound Transition,fuzzy,chinook,spawner,34.941,0,0,0.208,0.156,0.065,NA,NA,NA
1175,Plane,fuzzy,chinook,spawner,130.302,0.03,0,0.078,0.138,0.07,NA,NA,NA
1175,Saddle,fuzzy,chinook,spawner,11.73,0.69,0,0.078,0.169,0.121,NA,NA,NA
1175,Trough,fuzzy,chinook,spawner,169.79,13.61,0,0.208,0.198,0.119,NA,NA,NA
1175,Wall,fuzzy,chinook,spawner,18.417,0.01,0,0.078,0.106,0.06,NA,NA,NA
1175,Bowl,fuzzy,steelhead,spawner,68.79,39.84,1,0.434,0.41,0.217,NA,NA,NA
1175,Bowl Transition,fuzzy,steelhead,spawner,91.56,14.99,0,0.109,0.202,0.153,NA,NA,NA
1175,Mound,fuzzy,steelhead,spawner,10.09,0,0,0.078,0.078,0,NA,NA,NA
1175,Mound Transition,fuzzy,steelhead,spawner,34.941,0,0,0.078,0.078,0,NA,NA,NA
1175,Plane,fuzzy,steelhead,spawner,130.302,0.03,0,0.078,0.085,0.033,NA,NA,NA
1175,Saddle,fuzzy,steelhead,spawner,11.73,0.69,0,0.078,0.169,0.121,NA,NA,NA
1175,Trough,fuzzy,steelhead,spawner,169.79,13.68,0,0.078,0.155,0.127,NA,NA,NA
1175,Wall,fuzzy,steelhead,spawner,18.417,0.01,0,0.078,0.088,0.045,NA,NA,NA
1175,Bowl,fuzzy,chinook,juvenile,68.79,55.22,80,0.547,0.532,0.188,NA,NA,NA
1175,Bowl Transition,fuzzy,chinook,juvenile,91.56,15.12,0,0.109,0.209,0.156,NA,NA,NA
1175,Mound,fuzzy,chinook,juvenile,10.09,0,0,0.078,0.078,0,NA,NA,NA
1175,Mound Transition,fuzzy,chinook,juvenile,34.941,0.01,0,0.078,0.078,0.009,NA,NA,NA
1175,Plane,fuzzy,chinook,juvenile,130.302,0.66,0,0.078,0.088,0.048,NA,NA,NA
1175,Saddle,fuzzy,chinook,juvenile,11.73,1.05,0,0.078,0.158,0.126,NA,NA,NA
1175,Trough,fuzzy,chinook,juvenile,169.79,16.009999999999998,1,0.078,0.169,0.142,NA,NA,NA
1175,Wall,fuzzy,chinook,juvenile,18.417,0.08,0,0.078,0.091,0.06,NA,NA,NA
1448,Bowl,nrei,steelhead,juvenile,614.25,398.66700000000003,288,39.393,-23.074,125.784,NA,NA,NA
1448,Bowl Transition,nrei,steelhead,juvenile,32.04,18.317999999999998,11,61.935,-74.873,232.688,NA,NA,NA
1448,Mound,nrei,steelhead,juvenile,312.57,22.717,5,-22.602,-13.156,27.928,NA,NA,NA
1448,Mound Transition,nrei,steelhead,juvenile,270.89,64.046,25,-0.301,1.964,39.472,NA,NA,NA
1448,Plane,nrei,steelhead,juvenile,617.34,277.185,164,18.9,-5.481,80.61,NA,NA,NA
1448,Saddle,nrei,steelhead,juvenile,166.66,78.383,59,-12.753,-74.373,148.214,NA,NA,NA
1448,Trough,nrei,steelhead,juvenile,650.02,352.365,238,24.829,-30.858,122.902,NA,NA,NA
1448,Wall,nrei,steelhead,juvenile,154.33,25.651,14,-3.913,2.969,38,NA,NA,NA
1448,Bowl,fuzzy,chinook,spawner,614.25,397.11,12,0.503,0.478,0.192,NA,NA,NA
1448,Bowl Transition,fuzzy,chinook,spawner,32.04,5.55,0,0.3,0.295,0.145,NA,NA,NA
1448,Mound,fuzzy,chinook,spawner,312.57,36.34,1,0.168,0.23,0.183,NA,NA,NA
1448,Mound Transition,fuzzy,chinook,spawner,270.89,72.81,0,0.222,0.289,0.194,NA,NA,NA
1448,Plane,fuzzy,chinook,spawner,617.34,244.35,1,0.38,0.359,0.184,NA,NA,NA
1448,Saddle,fuzzy,chinook,spawner,166.66,112.48,3,0.478,0.473,0.187,NA,NA,NA
1448,Trough,fuzzy,chinook,spawner,650.02,324.78000000000003,5,0.418,0.405,0.184,NA,NA,NA
1448,Wall,fuzzy,chinook,spawner,154.33,41.03,3,0.398,0.396,0.216,NA,NA,NA
1448,Bowl,fuzzy,steelhead,spawner,614.25,396.52,17,0.502,0.477,0.192,NA,NA,NA
1448,Bowl Transition,fuzzy,steelhead,spawner,32.04,5.55,0,0.3,0.295,0.145,NA,NA,NA
1448,Mound,fuzzy,steelhead,spawner,312.57,36.22,1,0.078,0.225,0.186,NA,NA,NA
1448,Mound Transition,fuzzy,steelhead,spawner,270.89,72.92,0,0.216,0.274,0.206,NA,NA,NA
1448,Plane,fuzzy,steelhead,spawner,617.34,240.88,4,0.377,0.352,0.189,NA,NA,NA
1448,Saddle,fuzzy,steelhead,spawner,166.66,112.48,5,0.478,0.473,0.187,NA,NA,NA
1448,Trough,fuzzy,steelhead,spawner,650.02,320.12,3,0.413,0.401,0.183,NA,NA,NA
1448,Wall,fuzzy,steelhead,spawner,154.33,41.07,5,0.399,0.392,0.22,NA,NA,NA
1448,Bowl,fuzzy,chinook,juvenile,614.25,285.52,454,0.373,0.393,0.278,NA,NA,NA
1448,Bowl Transition,fuzzy,chinook,juvenile,32.04,18.24,23,0.593,0.453,0.299,NA,NA,NA
1448,Mound,fuzzy,chinook,juvenile,312.57,41.45,35,0.078,0.242,0.223,NA,NA,NA
1448,Mound Transition,fuzzy,chinook,juvenile,270.89,59.43,32,0.183,0.262,0.21,NA,NA,NA
1448,Plane,fuzzy,chinook,juvenile,617.34,189.189,97,0.244,0.318,0.225,NA,NA,NA
1448,Saddle,fuzzy,chinook,juvenile,166.66,33.95,6,0.088,0.222,0.184,NA,NA,NA
1448,Trough,fuzzy,chinook,juvenile,650.02,254.19,230,0.302,0.349,0.256,NA,NA,NA
1448,Wall,fuzzy,chinook,juvenile,154.33,41.41,69,0.402,0.403,0.275,NA,NA,NA
1486,Bowl,nrei,steelhead,juvenile,384.39,229.295,288,5.78,-74.377,156.869,NA,NA,NA
1486,Bowl Transition,nrei,steelhead,juvenile,270.59000000000003,10.918,14,-228.249,-285.854,195.884,NA,NA,NA
1486,Mound,nrei,steelhead,juvenile,314.309,160.28900000000002,67,48.546,31.292,59.873,NA,NA,NA
1486,Mound Transition,nrei,steelhead,juvenile,246.9,136.022,83,37.711,-18.196,112.939,NA,NA,NA
1486,Plane,nrei,steelhead,juvenile,646.36,223.606,191,-107.492,-78.957,116.038,NA,NA,NA
1486,Saddle,nrei,steelhead,juvenile,107.84,9.068,14,-197.772,-187.083,98.539,NA,NA,NA
1486,Trough,nrei,steelhead,juvenile,701.28,140.898,110,-162.654,-136.051,120.449,NA,NA,NA
1486,Wall,nrei,steelhead,juvenile,354.521,139.843,77,39.922,25.584,62.828,NA,NA,NA
1486,Bowl,fuzzy,chinook,spawner,384.39,183.04,7,0.454,0.488,0.205,NA,NA,NA
1486,Bowl Transition,fuzzy,chinook,spawner,270.59000000000003,38.05,0,0.3,0.32,0.065,NA,NA,NA
1486,Mound,fuzzy,chinook,spawner,314.309,22.26,0,0.3,0.322,0.058,NA,NA,NA
1486,Mound Transition,fuzzy,chinook,spawner,246.9,41.52,0,0.3,0.342,0.083,NA,NA,NA
1486,Plane,fuzzy,chinook,spawner,646.36,225.18,0,0.311,0.37,0.102,NA,NA,NA
1486,Saddle,fuzzy,chinook,spawner,107.84,0,0,0.3,0.295,0.016,NA,NA,NA
1486,Trough,fuzzy,chinook,spawner,701.28,206.59,3,0.3,0.377,0.14,NA,NA,NA
1486,Wall,fuzzy,chinook,spawner,354.521,59.818999999999996,5,0.435,0.482,0.199,NA,NA,NA
1486,Bowl,fuzzy,steelhead,spawner,384.39,172.11999999999998,6,0.398,0.413,0.28,NA,NA,NA
1486,Bowl Transition,fuzzy,steelhead,spawner,270.59000000000003,16.310000000000002,0,0.23,0.225,0.105,NA,NA,NA
1486,Mound,fuzzy,steelhead,spawner,314.309,3.7600000000000002,0,0.209,0.189,0.11,NA,NA,NA
1486,Mound Transition,fuzzy,steelhead,spawner,246.9,11.34,0,0.23,0.258,0.113,NA,NA,NA
1486,Plane,fuzzy,steelhead,spawner,646.36,127.9,0,0.261,0.303,0.131,NA,NA,NA
1486,Saddle,fuzzy,steelhead,spawner,107.84,0,0,0.23,0.185,0.063,NA,NA,NA
1486,Trough,fuzzy,steelhead,spawner,701.28,110.41,3,0.249,0.31,0.171,NA,NA,NA
1486,Wall,fuzzy,steelhead,spawner,354.521,47.199,5,0.377,0.428,0.244,NA,NA,NA
1486,Bowl,fuzzy,chinook,juvenile,384.39,142.66,233,0.343,0.354,0.214,NA,NA,NA
1486,Bowl Transition,fuzzy,chinook,juvenile,270.59000000000003,31.1,0,0.11,0.2,0.15,NA,NA,NA
1486,Mound,fuzzy,chinook,juvenile,314.309,45.440000000000005,0,0.247,0.267,0.167,NA,NA,NA
1486,Mound Transition,fuzzy,chinook,juvenile,246.9,13.270000000000001,4,0.153,0.187,0.13,NA,NA,NA
1486,Plane,fuzzy,chinook,juvenile,646.36,50.45,20,0.201,0.204,0.135,NA,NA,NA
1486,Saddle,fuzzy,chinook,juvenile,107.84,10.98,0,0.078,0.183,0.142,NA,NA,NA
1486,Trough,fuzzy,chinook,juvenile,701.28,65.66,66,0.137,0.197,0.151,NA,NA,NA
1486,Wall,fuzzy,chinook,juvenile,354.521,6.38,0,0.117,0.164,0.112,NA,NA,NA
1494,Bowl,nrei,steelhead,juvenile,557.05,365.96700000000004,373,37.903,-7.339,96.225,NA,NA,NA
1494,Bowl Transition,nrei,steelhead,juvenile,256.93,82.961,84,-141.377,-80.721,112.837,NA,NA,NA
1494,Mound,nrei,steelhead,juvenile,521.981,251.296,98,42.171,33.25,43.609,NA,NA,NA
1494,Mound Transition,nrei,steelhead,juvenile,361.79,277.467,149,55.983,36.04,57.674,NA,NA,NA
1494,Plane,nrei,steelhead,juvenile,853.9,524.573,398,37.583,-15.796,100.026,NA,NA,NA
1494,Trough,nrei,steelhead,juvenile,940.04,471.145,430,1.325,-53.101,112.278,NA,NA,NA
1494,Wall,nrei,steelhead,juvenile,369.964,165.54999999999998,68,37.033,31.596,43.328,NA,NA,NA
1494,Bowl,fuzzy,chinook,spawner,557.05,438.48,9,0.557,0.529,0.148,NA,NA,NA
1494,Bowl Transition,fuzzy,chinook,spawner,256.93,154.619,2,0.462,0.46,0.132,NA,NA,NA
1494,Mound,fuzzy,chinook,spawner,521.981,201.504,1,0.345,0.31,0.192,NA,NA,NA
1494,Mound Transition,fuzzy,chinook,spawner,361.79,309.577,3,0.522,0.506,0.132,NA,NA,NA
1494,Plane,fuzzy,chinook,spawner,853.9,678.478,10,0.553,0.523,0.132,NA,NA,NA
1494,Trough,fuzzy,chinook,spawner,940.04,668.312,19,0.555,0.509,0.147,NA,NA,NA
1494,Wall,fuzzy,chinook,spawner,369.964,116.759,10,0.356,0.331,0.2,NA,NA,NA
1494,Bowl,fuzzy,steelhead,spawner,557.05,438.48,15,0.557,0.529,0.148,NA,NA,NA
1494,Bowl Transition,fuzzy,steelhead,spawner,256.93,154.619,6,0.462,0.46,0.132,NA,NA,NA
1494,Mound,fuzzy,steelhead,spawner,521.981,201.504,2,0.345,0.31,0.192,NA,NA,NA
1494,Mound Transition,fuzzy,steelhead,spawner,361.79,309.577,4,0.522,0.506,0.132,NA,NA,NA
1494,Plane,fuzzy,steelhead,spawner,853.9,678.478,17,0.553,0.523,0.132,NA,NA,NA
1494,Trough,fuzzy,steelhead,spawner,940.04,668.312,23,0.555,0.509,0.147,NA,NA,NA
1494,Wall,fuzzy,steelhead,spawner,369.964,116.759,9,0.356,0.331,0.2,NA,NA,NA
1494,Bowl,fuzzy,chinook,juvenile,557.05,112.352,186,0.134,0.249,0.23,NA,NA,NA
1494,Bowl Transition,fuzzy,chinook,juvenile,256.93,19.73,14,0.084,0.16,0.152,NA,NA,NA
1494,Mound,fuzzy,chinook,juvenile,521.981,259.169,244,0.406,0.396,0.255,NA,NA,NA
1494,Mound Transition,fuzzy,chinook,juvenile,361.79,178.217,75,0.398,0.382,0.196,NA,NA,NA
1494,Plane,fuzzy,chinook,juvenile,853.9,151.32,86,0.201,0.24,0.179,NA,NA,NA
1494,Trough,fuzzy,chinook,juvenile,940.04,58.021,93,0.087,0.17,0.156,NA,NA,NA
1494,Wall,fuzzy,chinook,juvenile,369.964,208.781,290,0.596,0.539,0.245,NA,NA,NA
1521,Bowl,nrei,steelhead,juvenile,2065.37,1086.458,1238,-82.105,-83.11,128.494,NA,NA,NA
1521,Bowl Transition,nrei,steelhead,juvenile,1938.791,588.67,507,-204.273,-192.86,192.646,NA,NA,NA
